K1,K2,GROUP,CPUD,INTCD,TIMERD,SERIALD,SUMD
brcm63xx,generic,51-8,1,0,0,0,1
brcm63xx,generic,51-9,1,1,0,0,2
brcm63xx,generic,51-10,1,0,0,0,1
brcm63xx,generic,51-11,1,0,0,0,1
brcm63xx,generic,51-12,0,0,0,0,0
brcm63xx,generic,51-13,0,0,0,0,0
brcm63xx,generic,51-14,1,1,0,0,2
brcm63xx,generic,51-15,0,0,0,0,0
brcm63xx,generic,51-16,1,0,0,0,1
brcm63xx,generic,51-17,0,0,0,0,0
brcm63xx,generic,51-18,0,0,0,0,0
brcm63xx,generic,51-19,0,0,0,0,0
brcm63xx,generic,51-20,0,0,0,0,0
brcm63xx,generic,51-21,1,1,0,0,2
brcm63xx,generic,51-22,1,0,0,0,1
brcm63xx,generic,51-23,1,0,0,0,1
brcm63xx,generic,51-24,0,0,0,0,0
brcm63xx,generic,51-25,0,0,0,0,0
brcm63xx,generic,51-26,1,0,0,0,1
brcm63xx,generic,51-27,0,0,0,0,0
brcm63xx,generic,51-28,0,0,0,0,0
brcm63xx,generic,51-29,1,0,0,0,1
brcm63xx,generic,51-30,1,0,0,0,1
brcm63xx,generic,51-31,0,0,0,0,0
brcm63xx,generic,51-32,0,0,0,0,0
brcm63xx,generic,51-33,0,0,0,0,0
brcm63xx,generic,51-34,0,0,0,0,0
brcm63xx,generic,51-35,1,0,0,0,1
brcm63xx,generic,51-36,0,0,0,0,0
brcm63xx,generic,51-37,0,0,0,0,0
brcm63xx,generic,51-38,1,0,0,0,1
brcm63xx,generic,51-39,1,0,0,0,1
brcm63xx,generic,51-40,0,0,0,0,0
brcm63xx,generic,51-41,1,0,0,0,1
brcm63xx,generic,51-42,0,0,0,0,0
brcm63xx,generic,51-43,1,0,0,0,1
brcm63xx,generic,51-44,0,0,0,0,0
brcm63xx,generic,51-45,0,0,0,0,0
brcm63xx,generic,51-46,1,0,0,0,1
brcm63xx,generic,51-47,0,0,0,0,0
brcm63xx,generic,51-48,0,0,0,0,0
brcm63xx,generic,51-49,0,0,0,0,0
brcm63xx,generic,51-50,0,0,0,0,0
brcm63xx,generic,51-51,0,0,0,0,0
brcm63xx,generic,51-52,1,0,0,0,1
brcm63xx,generic,51-53,1,0,0,0,1
brcm63xx,generic,51-54,0,0,0,0,0
brcm63xx,generic,51-55,0,0,0,0,0
brcm63xx,generic,51-56,0,0,0,0,0
brcm63xx,generic,51-57,1,0,0,0,1
brcm63xx,generic,51-58,0,0,0,0,0
brcm63xx,generic,51-59,1,0,0,0,1
brcm63xx,generic,51-60,1,0,0,0,1
brcm63xx,generic,51-61,0,0,0,0,0
brcm63xx,generic,51-62,0,0,0,0,0
brcm63xx,generic,51-63,0,0,0,0,0
brcm63xx,generic,51-64,1,0,0,0,1
brcm63xx,generic,51-65,1,0,0,0,1
brcm63xx,generic,51-66,0,0,0,0,0
brcm63xx,generic,51-67,0,0,0,0,0
brcm63xx,generic,51-68,1,0,0,0,1
brcm63xx,generic,51-69,0,0,0,0,0
brcm63xx,generic,51-70,0,0,0,0,0
brcm63xx,generic,51-71,0,0,0,0,0
brcm63xx,generic,51-72,1,0,0,0,1
brcm63xx,generic,51-73,1,0,0,0,1
brcm63xx,generic,51-74,0,0,0,0,0
brcm63xx,generic,51-75,1,1,0,0,2
brcm63xx,generic,51-76,1,0,0,0,1
brcm63xx,generic,51-77,0,0,0,0,0
brcm63xx,generic,51-78,0,0,0,0,0
brcm63xx,generic,51-79,1,0,0,0,1
brcm63xx,generic,51-80,0,0,0,0,0
brcm63xx,generic,51-81,1,0,0,0,1
brcm63xx,generic,51-82,0,0,0,0,0
brcm63xx,generic,51-83,1,1,0,0,2
brcm63xx,generic,51-84,1,0,0,0,1
brcm63xx,generic,51-85,0,0,0,0,0
brcm63xx,generic,51-86,1,0,0,0,1
brcm63xx,generic,51-87,0,0,0,0,0
brcm63xx,generic,51-88,0,0,0,0,0
brcm63xx,generic,52-0,1,0,0,0,1
brcm63xx,generic,52-1,1,0,0,0,1
brcm63xx,generic,52-2,0,0,0,0,0
brcm63xx,generic,52-3,0,0,0,0,0
brcm63xx,generic,52-4,1,0,0,0,1
brcm63xx,generic,52-5,1,0,0,0,1
brcm63xx,generic,52-6,1,0,0,0,1
brcm63xx,generic,52-7,1,0,0,0,1
brcm63xx,generic,52-8,0,0,0,0,0
brcm63xx,generic,52-9,0,1,0,0,1
brcm63xx,generic,52-10,0,0,0,0,0
brcm63xx,generic,52-11,0,0,0,0,0
brcm63xx,generic,52-12,1,0,0,0,1
brcm63xx,generic,52-13,1,0,0,0,1
brcm63xx,generic,52-14,0,1,0,0,1
brcm63xx,generic,52-15,1,0,0,0,1
brcm63xx,generic,52-16,0,0,0,0,0
brcm63xx,generic,52-17,1,0,0,0,1
brcm63xx,generic,52-18,1,0,0,0,1
brcm63xx,generic,52-19,1,0,0,0,1
brcm63xx,generic,52-20,1,0,0,0,1
brcm63xx,generic,52-21,0,1,0,0,1
brcm63xx,generic,52-22,0,0,0,0,0
brcm63xx,generic,52-23,0,0,0,0,0
brcm63xx,generic,52-24,1,0,0,0,1
brcm63xx,generic,52-25,1,0,0,0,1
brcm63xx,generic,52-26,0,0,0,0,0
brcm63xx,generic,52-27,1,0,0,0,1
brcm63xx,generic,52-28,1,0,0,0,1
brcm63xx,generic,52-29,0,0,0,0,0
brcm63xx,generic,52-30,1,0,0,0,1
brcm63xx,generic,52-31,1,0,0,0,1
brcm63xx,generic,52-32,1,0,0,0,1
brcm63xx,generic,52-33,1,0,0,0,1
brcm63xx,generic,52-34,1,0,0,0,1
brcm63xx,generic,52-35,0,0,0,0,0
brcm63xx,generic,52-36,1,0,0,0,1
brcm63xx,generic,52-37,1,0,0,0,1
brcm63xx,generic,52-38,1,0,0,0,1
brcm63xx,generic,52-39,0,0,0,0,0
brcm63xx,generic,52-40,1,0,0,0,1
brcm63xx,generic,52-41,0,0,0,0,0
brcm63xx,generic,52-42,1,0,0,0,1
brcm63xx,generic,52-43,0,0,0,0,0
brcm63xx,generic,52-44,1,0,0,0,1
brcm63xx,generic,52-45,1,0,0,0,1
brcm63xx,generic,52-46,0,0,0,0,0
brcm63xx,generic,52-47,1,0,0,0,1
brcm63xx,generic,52-48,1,0,0,0,1
brcm63xx,generic,52-49,1,0,0,0,1
brcm63xx,generic,52-50,1,0,0,0,1
brcm63xx,generic,52-51,1,0,0,0,1
brcm63xx,generic,52-52,0,0,0,0,0
brcm63xx,generic,52-53,0,0,0,0,0
brcm63xx,generic,52-54,1,0,0,0,1
brcm63xx,generic,52-55,1,0,0,0,1
brcm63xx,generic,52-56,1,0,0,0,1
brcm63xx,generic,52-57,1,0,0,0,1
brcm63xx,generic,52-58,1,0,0,0,1
brcm63xx,generic,52-59,0,0,0,0,0
brcm63xx,generic,52-60,0,0,0,0,0
brcm63xx,generic,52-61,1,0,0,0,1
brcm63xx,generic,52-62,1,0,0,0,1
brcm63xx,generic,52-63,1,0,0,0,1
brcm63xx,generic,52-64,0,0,0,0,0
brcm63xx,generic,52-65,0,0,0,0,0
brcm63xx,generic,52-66,1,0,0,0,1
brcm63xx,generic,52-67,1,0,0,0,1
brcm63xx,generic,52-68,0,0,0,0,0
brcm63xx,generic,52-69,1,0,0,0,1
brcm63xx,generic,52-70,1,0,0,0,1
brcm63xx,generic,52-71,1,0,0,0,1
brcm63xx,generic,52-72,0,0,0,0,0
brcm63xx,generic,52-73,0,0,0,0,0
brcm63xx,generic,52-74,1,0,0,0,1
brcm63xx,generic,52-75,0,1,0,0,1
brcm63xx,generic,52-76,0,0,0,0,0
brcm63xx,generic,52-77,1,0,0,0,1
brcm63xx,generic,52-78,1,0,0,0,1
brcm63xx,generic,52-79,0,0,0,0,0
brcm63xx,generic,52-80,1,0,0,0,1
brcm63xx,generic,52-81,0,0,0,0,0
brcm63xx,generic,52-82,1,0,0,0,1
brcm63xx,generic,52-83,0,1,0,0,1
brcm63xx,generic,52-84,0,0,0,0,0
brcm63xx,generic,52-85,1,0,0,0,1
brcm63xx,generic,52-86,0,0,0,0,0
brcm63xx,generic,52-87,1,0,0,0,1
brcm63xx,generic,52-88,1,0,0,0,1
brcm63xx,generic,53-0,1,0,0,0,1
brcm63xx,generic,53-1,1,0,0,0,1
brcm63xx,generic,53-2,0,0,0,0,0
brcm63xx,generic,53-3,0,0,0,0,0
brcm63xx,generic,53-4,1,0,0,0,1
brcm63xx,generic,53-5,1,0,0,0,1
brcm63xx,generic,53-6,1,0,0,0,1
brcm63xx,generic,53-7,1,0,0,0,1
brcm63xx,generic,53-8,0,0,0,0,0
brcm63xx,generic,53-9,0,1,0,0,1
brcm63xx,generic,53-10,0,0,0,0,0
brcm63xx,generic,53-11,0,0,0,0,0
brcm63xx,generic,53-12,1,0,0,0,1
brcm63xx,generic,53-13,1,0,0,0,1
brcm63xx,generic,53-14,0,1,0,0,1
brcm63xx,generic,53-15,1,0,0,0,1
brcm63xx,generic,53-16,0,0,0,0,0
brcm63xx,generic,53-17,1,0,0,0,1
brcm63xx,generic,53-18,1,0,0,0,1
brcm63xx,generic,53-19,1,0,0,0,1
brcm63xx,generic,53-20,1,0,0,0,1
brcm63xx,generic,53-21,0,1,0,0,1
brcm63xx,generic,53-22,0,0,0,0,0
brcm63xx,generic,53-23,0,0,0,0,0
brcm63xx,generic,53-24,1,0,0,0,1
brcm63xx,generic,53-25,1,0,0,0,1
brcm63xx,generic,53-26,0,0,0,0,0
brcm63xx,generic,53-27,1,0,0,0,1
brcm63xx,generic,53-28,1,0,0,0,1
brcm63xx,generic,53-29,0,0,0,0,0
brcm63xx,generic,53-30,1,0,0,0,1
brcm63xx,generic,53-31,1,0,0,0,1
brcm63xx,generic,53-32,1,0,0,0,1
brcm63xx,generic,53-33,1,0,0,0,1
brcm63xx,generic,53-34,1,0,0,0,1
brcm63xx,generic,53-35,0,0,0,0,0
brcm63xx,generic,53-36,1,0,0,0,1
brcm63xx,generic,53-37,1,0,0,0,1
brcm63xx,generic,53-38,1,0,0,0,1
brcm63xx,generic,53-39,0,0,0,0,0
brcm63xx,generic,53-40,1,0,0,0,1
brcm63xx,generic,53-41,0,0,0,0,0
brcm63xx,generic,53-42,1,0,0,0,1
brcm63xx,generic,53-43,0,0,0,0,0
brcm63xx,generic,53-44,1,0,0,0,1
brcm63xx,generic,53-45,1,0,0,0,1
brcm63xx,generic,53-46,0,0,0,0,0
brcm63xx,generic,53-47,1,0,0,0,1
brcm63xx,generic,53-48,1,0,0,0,1
brcm63xx,generic,53-49,1,0,0,0,1
brcm63xx,generic,53-50,1,0,0,0,1
brcm63xx,generic,53-51,1,0,0,0,1
brcm63xx,generic,53-52,0,0,0,0,0
brcm63xx,generic,53-53,0,0,0,0,0
brcm63xx,generic,53-54,1,0,0,0,1
brcm63xx,generic,53-55,1,0,0,0,1
brcm63xx,generic,53-56,1,0,0,0,1
brcm63xx,generic,53-57,1,0,0,0,1
brcm63xx,generic,53-58,1,0,0,0,1
brcm63xx,generic,53-59,0,0,0,0,0
brcm63xx,generic,53-60,0,0,0,0,0
brcm63xx,generic,53-61,1,0,0,0,1
brcm63xx,generic,53-62,1,0,0,0,1
brcm63xx,generic,53-63,1,0,0,0,1
brcm63xx,generic,53-64,0,0,0,0,0
brcm63xx,generic,53-65,0,0,0,0,0
brcm63xx,generic,53-66,1,0,0,0,1
brcm63xx,generic,53-67,1,0,0,0,1
brcm63xx,generic,53-68,0,0,0,0,0
brcm63xx,generic,53-69,1,0,0,0,1
brcm63xx,generic,53-70,1,0,0,0,1
brcm63xx,generic,53-71,1,0,0,0,1
brcm63xx,generic,53-72,0,0,0,0,0
brcm63xx,generic,53-73,0,0,0,0,0
brcm63xx,generic,53-74,1,0,0,0,1
brcm63xx,generic,53-75,0,1,0,0,1
brcm63xx,generic,53-76,0,0,0,0,0
brcm63xx,generic,53-77,1,0,0,0,1
brcm63xx,generic,53-78,1,0,0,0,1
brcm63xx,generic,53-79,0,0,0,0,0
brcm63xx,generic,53-80,1,0,0,0,1
brcm63xx,generic,53-81,0,0,0,0,0
brcm63xx,generic,53-82,1,0,0,0,1
brcm63xx,generic,53-83,0,1,0,0,1
brcm63xx,generic,53-84,0,0,0,0,0
brcm63xx,generic,53-85,1,0,0,0,1
brcm63xx,generic,53-86,0,0,0,0,0
brcm63xx,generic,53-87,1,0,0,0,1
brcm63xx,generic,53-88,1,0,0,0,1
brcm63xx,generic,54-0,0,0,0,0,0
brcm63xx,generic,54-1,0,0,0,0,0
brcm63xx,generic,54-2,1,0,0,0,1
brcm63xx,generic,54-3,1,0,0,0,1
brcm63xx,generic,54-4,0,0,0,0,0
brcm63xx,generic,54-5,0,0,0,0,0
brcm63xx,generic,54-6,0,0,0,0,0
brcm63xx,generic,54-7,0,0,0,0,0
brcm63xx,generic,54-8,1,0,0,0,1
brcm63xx,generic,54-9,1,1,0,0,2
brcm63xx,generic,54-10,1,0,0,0,1
brcm63xx,generic,54-11,1,0,0,0,1
brcm63xx,generic,54-12,0,0,0,0,0
brcm63xx,generic,54-13,0,0,0,0,0
brcm63xx,generic,54-14,1,1,0,0,2
brcm63xx,generic,54-15,0,0,0,0,0
brcm63xx,generic,54-16,1,0,0,0,1
brcm63xx,generic,54-17,0,0,0,0,0
brcm63xx,generic,54-18,0,0,0,0,0
brcm63xx,generic,54-19,0,0,0,0,0
brcm63xx,generic,54-20,0,0,0,0,0
brcm63xx,generic,54-21,1,1,0,0,2
brcm63xx,generic,54-22,1,0,0,0,1
brcm63xx,generic,54-23,1,0,0,0,1
brcm63xx,generic,54-24,0,0,0,0,0
brcm63xx,generic,54-25,0,0,0,0,0
brcm63xx,generic,54-26,1,0,0,0,1
brcm63xx,generic,54-27,0,0,0,0,0
brcm63xx,generic,54-28,0,0,0,0,0
brcm63xx,generic,54-29,1,0,0,0,1
brcm63xx,generic,54-30,1,0,0,0,1
brcm63xx,generic,54-31,0,0,0,0,0
brcm63xx,generic,54-32,0,0,0,0,0
brcm63xx,generic,54-33,0,0,0,0,0
brcm63xx,generic,54-34,0,0,0,0,0
brcm63xx,generic,54-35,1,0,0,0,1
brcm63xx,generic,54-36,0,0,0,0,0
brcm63xx,generic,54-37,0,0,0,0,0
brcm63xx,generic,54-38,1,0,0,0,1
brcm63xx,generic,54-39,1,0,0,0,1
brcm63xx,generic,54-40,0,0,0,0,0
brcm63xx,generic,54-41,1,0,0,0,1
brcm63xx,generic,54-42,0,0,0,0,0
brcm63xx,generic,54-43,1,0,0,0,1
brcm63xx,generic,54-44,0,0,0,0,0
brcm63xx,generic,54-45,0,0,0,0,0
brcm63xx,generic,54-46,1,0,0,0,1
brcm63xx,generic,54-47,0,0,0,0,0
brcm63xx,generic,54-48,0,0,0,0,0
brcm63xx,generic,54-49,0,0,0,0,0
brcm63xx,generic,54-50,0,0,0,0,0
brcm63xx,generic,54-51,0,0,0,0,0
brcm63xx,generic,54-52,1,0,0,0,1
brcm63xx,generic,54-53,1,0,0,0,1
brcm63xx,generic,54-54,0,0,0,0,0
brcm63xx,generic,54-55,0,0,0,0,0
brcm63xx,generic,54-56,0,0,0,0,0
brcm63xx,generic,54-57,1,0,0,0,1
brcm63xx,generic,54-58,0,0,0,0,0
brcm63xx,generic,54-59,1,0,0,0,1
brcm63xx,generic,54-60,1,0,0,0,1
brcm63xx,generic,54-61,0,0,0,0,0
brcm63xx,generic,54-62,0,0,0,0,0
brcm63xx,generic,54-63,0,0,0,0,0
brcm63xx,generic,54-64,1,0,0,0,1
brcm63xx,generic,54-65,1,0,0,0,1
brcm63xx,generic,54-66,0,0,0,0,0
brcm63xx,generic,54-67,0,0,0,0,0
brcm63xx,generic,54-68,1,0,0,0,1
brcm63xx,generic,54-69,0,0,0,0,0
brcm63xx,generic,54-70,0,0,0,0,0
brcm63xx,generic,54-71,0,0,0,0,0
brcm63xx,generic,54-72,1,0,0,0,1
brcm63xx,generic,54-73,1,0,0,0,1
brcm63xx,generic,54-74,0,0,0,0,0
brcm63xx,generic,54-75,1,1,0,0,2
brcm63xx,generic,54-76,1,0,0,0,1
brcm63xx,generic,54-77,0,0,0,0,0
brcm63xx,generic,54-78,0,0,0,0,0
brcm63xx,generic,54-79,1,0,0,0,1
brcm63xx,generic,54-80,0,0,0,0,0
brcm63xx,generic,54-81,1,0,0,0,1
brcm63xx,generic,54-82,0,0,0,0,0
brcm63xx,generic,54-83,1,1,0,0,2
brcm63xx,generic,54-84,1,0,0,0,1
brcm63xx,generic,54-85,0,0,0,0,0
brcm63xx,generic,54-86,1,0,0,0,1
brcm63xx,generic,54-87,0,0,0,0,0
brcm63xx,generic,54-88,0,0,0,0,0
brcm63xx,generic,55-0,0,0,0,0,0
brcm63xx,generic,55-1,0,0,0,0,0
brcm63xx,generic,55-2,1,0,0,0,1
brcm63xx,generic,55-3,1,0,0,0,1
brcm63xx,generic,55-4,0,0,0,0,0
brcm63xx,generic,55-5,0,0,0,0,0
brcm63xx,generic,55-6,0,0,0,0,0
brcm63xx,generic,55-7,0,0,0,0,0
brcm63xx,generic,55-8,1,0,0,0,1
brcm63xx,generic,55-9,1,1,0,0,2
brcm63xx,generic,55-10,1,0,0,0,1
brcm63xx,generic,55-11,1,0,0,0,1
brcm63xx,generic,55-12,0,0,0,0,0
brcm63xx,generic,55-13,0,0,0,0,0
brcm63xx,generic,55-14,1,1,0,0,2
brcm63xx,generic,55-15,0,0,0,0,0
brcm63xx,generic,55-16,1,0,0,0,1
brcm63xx,generic,55-17,0,0,0,0,0
brcm63xx,generic,55-18,0,0,0,0,0
brcm63xx,generic,55-19,0,0,0,0,0
brcm63xx,generic,55-20,0,0,0,0,0
brcm63xx,generic,55-21,1,1,0,0,2
brcm63xx,generic,55-22,1,0,0,0,1
brcm63xx,generic,55-23,1,0,0,0,1
brcm63xx,generic,55-24,0,0,0,0,0
brcm63xx,generic,55-25,0,0,0,0,0
brcm63xx,generic,55-26,1,0,0,0,1
brcm63xx,generic,55-27,0,0,0,0,0
brcm63xx,generic,55-28,0,0,0,0,0
brcm63xx,generic,55-29,1,0,0,0,1
brcm63xx,generic,55-30,1,0,0,0,1
brcm63xx,generic,55-31,0,0,0,0,0
brcm63xx,generic,55-32,0,0,0,0,0
brcm63xx,generic,55-33,0,0,0,0,0
brcm63xx,generic,55-34,0,0,0,0,0
brcm63xx,generic,55-35,1,0,0,0,1
brcm63xx,generic,55-36,0,0,0,0,0
brcm63xx,generic,55-37,0,0,0,0,0
brcm63xx,generic,55-38,1,0,0,0,1
brcm63xx,generic,55-39,1,0,0,0,1
brcm63xx,generic,55-40,0,0,0,0,0
brcm63xx,generic,55-41,1,0,0,0,1
brcm63xx,generic,55-42,0,0,0,0,0
brcm63xx,generic,55-43,1,0,0,0,1
brcm63xx,generic,55-44,0,0,0,0,0
brcm63xx,generic,55-45,0,0,0,0,0
brcm63xx,generic,55-46,1,0,0,0,1
brcm63xx,generic,55-47,0,0,0,0,0
brcm63xx,generic,55-48,0,0,0,0,0
brcm63xx,generic,55-49,0,0,0,0,0
brcm63xx,generic,55-50,0,0,0,0,0
brcm63xx,generic,55-51,0,0,0,0,0
brcm63xx,generic,55-52,1,0,0,0,1
brcm63xx,generic,55-53,1,0,0,0,1
brcm63xx,generic,55-54,0,0,0,0,0
brcm63xx,generic,55-55,0,0,0,0,0
brcm63xx,generic,55-56,0,0,0,0,0
brcm63xx,generic,55-57,1,0,0,0,1
brcm63xx,generic,55-58,0,0,0,0,0
brcm63xx,generic,55-59,1,0,0,0,1
brcm63xx,generic,55-60,1,0,0,0,1
brcm63xx,generic,55-61,0,0,0,0,0
brcm63xx,generic,55-62,0,0,0,0,0
brcm63xx,generic,55-63,0,0,0,0,0
brcm63xx,generic,55-64,1,0,0,0,1
brcm63xx,generic,55-65,1,0,0,0,1
brcm63xx,generic,55-66,0,0,0,0,0
brcm63xx,generic,55-67,0,0,0,0,0
brcm63xx,generic,55-68,1,0,0,0,1
brcm63xx,generic,55-69,0,0,0,0,0
brcm63xx,generic,55-70,0,0,0,0,0
brcm63xx,generic,55-71,0,0,0,0,0
brcm63xx,generic,55-72,1,0,0,0,1
brcm63xx,generic,55-73,1,0,0,0,1
brcm63xx,generic,55-74,0,0,0,0,0
brcm63xx,generic,55-75,1,1,0,0,2
brcm63xx,generic,55-76,1,0,0,0,1
brcm63xx,generic,55-77,0,0,0,0,0
brcm63xx,generic,55-78,0,0,0,0,0
brcm63xx,generic,55-79,1,0,0,0,1
brcm63xx,generic,55-80,0,0,0,0,0
brcm63xx,generic,55-81,1,0,0,0,1
brcm63xx,generic,55-82,0,0,0,0,0
brcm63xx,generic,55-83,1,1,0,0,2
brcm63xx,generic,55-84,1,0,0,0,1
brcm63xx,generic,55-85,0,0,0,0,0
brcm63xx,generic,55-86,1,0,0,0,1
brcm63xx,generic,55-87,0,0,0,0,0
brcm63xx,generic,55-88,0,0,0,0,0
brcm63xx,generic,56-0,0,0,0,0,0
brcm63xx,generic,56-1,0,0,0,0,0
brcm63xx,generic,56-2,1,0,0,0,1
brcm63xx,generic,56-3,1,0,0,0,1
brcm63xx,generic,56-4,0,0,0,0,0
brcm63xx,generic,56-5,0,0,0,0,0
brcm63xx,generic,56-6,0,0,0,0,0
brcm63xx,generic,56-7,0,0,0,0,0
brcm63xx,generic,56-8,1,0,0,0,1
brcm63xx,generic,56-9,1,1,0,0,2
brcm63xx,generic,56-10,1,0,0,0,1
brcm63xx,generic,56-11,1,0,0,0,1
brcm63xx,generic,56-12,0,0,0,0,0
brcm63xx,generic,56-13,0,0,0,0,0
brcm63xx,generic,56-14,1,1,0,0,2
brcm63xx,generic,56-15,0,0,0,0,0
brcm63xx,generic,56-16,1,0,0,0,1
brcm63xx,generic,56-17,0,0,0,0,0
brcm63xx,generic,56-18,0,0,0,0,0
brcm63xx,generic,56-19,0,0,0,0,0
brcm63xx,generic,56-20,0,0,0,0,0
brcm63xx,generic,56-21,1,1,0,0,2
brcm63xx,generic,56-22,1,0,0,0,1
brcm63xx,generic,56-23,1,0,0,0,1
brcm63xx,generic,56-24,0,0,0,0,0
brcm63xx,generic,56-25,0,0,0,0,0
brcm63xx,generic,56-26,1,0,0,0,1
brcm63xx,generic,56-27,0,0,0,0,0
brcm63xx,generic,56-28,0,0,0,0,0
brcm63xx,generic,56-29,1,0,0,0,1
brcm63xx,generic,56-30,1,0,0,0,1
brcm63xx,generic,56-31,0,0,0,0,0
brcm63xx,generic,56-32,0,0,0,0,0
brcm63xx,generic,56-33,0,0,0,0,0
brcm63xx,generic,56-34,0,0,0,0,0
brcm63xx,generic,56-35,1,0,0,0,1
brcm63xx,generic,56-36,0,0,0,0,0
brcm63xx,generic,56-37,0,0,0,0,0
brcm63xx,generic,56-38,1,0,0,0,1
brcm63xx,generic,56-39,1,0,0,0,1
brcm63xx,generic,56-40,0,0,0,0,0
brcm63xx,generic,56-41,1,0,0,0,1
brcm63xx,generic,56-42,0,0,0,0,0
brcm63xx,generic,56-43,1,0,0,0,1
brcm63xx,generic,56-44,0,0,0,0,0
brcm63xx,generic,56-45,0,0,0,0,0
brcm63xx,generic,56-46,1,0,0,0,1
brcm63xx,generic,56-47,0,0,0,0,0
brcm63xx,generic,56-48,0,0,0,0,0
brcm63xx,generic,56-49,0,0,0,0,0
brcm63xx,generic,56-50,0,0,0,0,0
brcm63xx,generic,56-51,0,0,0,0,0
brcm63xx,generic,56-52,1,0,0,0,1
brcm63xx,generic,56-53,1,0,0,0,1
brcm63xx,generic,56-54,0,0,0,0,0
brcm63xx,generic,56-55,0,0,0,0,0
brcm63xx,generic,56-56,0,0,0,0,0
brcm63xx,generic,56-57,1,0,0,0,1
brcm63xx,generic,56-58,0,0,0,0,0
brcm63xx,generic,56-59,1,0,0,0,1
brcm63xx,generic,56-60,1,0,0,0,1
brcm63xx,generic,56-61,0,0,0,0,0
brcm63xx,generic,56-62,0,0,0,0,0
brcm63xx,generic,56-63,0,0,0,0,0
brcm63xx,generic,56-64,1,0,0,0,1
brcm63xx,generic,56-65,1,0,0,0,1
brcm63xx,generic,56-66,0,0,0,0,0
brcm63xx,generic,56-67,0,0,0,0,0
brcm63xx,generic,56-68,1,0,0,0,1
brcm63xx,generic,56-69,0,0,0,0,0
brcm63xx,generic,56-70,0,0,0,0,0
brcm63xx,generic,56-71,0,0,0,0,0
brcm63xx,generic,56-72,1,0,0,0,1
brcm63xx,generic,56-73,1,0,0,0,1
brcm63xx,generic,56-74,0,0,0,0,0
brcm63xx,generic,56-75,1,1,0,0,2
brcm63xx,generic,56-76,1,0,0,0,1
brcm63xx,generic,56-77,0,0,0,0,0
brcm63xx,generic,56-78,0,0,0,0,0
brcm63xx,generic,56-79,1,0,0,0,1
brcm63xx,generic,56-80,0,0,0,0,0
brcm63xx,generic,56-81,1,0,0,0,1
brcm63xx,generic,56-82,0,0,0,0,0
brcm63xx,generic,56-83,1,1,0,0,2
brcm63xx,generic,56-84,1,0,0,0,1
brcm63xx,generic,56-85,0,0,0,0,0
brcm63xx,generic,56-86,1,0,0,0,1
brcm63xx,generic,56-87,0,0,0,0,0
brcm63xx,generic,56-88,0,0,0,0,0
brcm63xx,generic,57-0,1,0,0,0,1
brcm63xx,generic,57-1,1,0,0,0,1
brcm63xx,generic,57-2,1,0,0,0,1
brcm63xx,generic,57-3,1,0,0,0,1
brcm63xx,generic,57-4,1,0,0,0,1
brcm63xx,generic,57-5,1,0,0,0,1
brcm63xx,generic,57-6,1,0,0,0,1
brcm63xx,generic,57-7,1,0,0,0,1
brcm63xx,generic,57-8,1,0,0,0,1
brcm63xx,generic,57-9,1,1,0,0,2
brcm63xx,generic,57-10,1,0,0,0,1
brcm63xx,generic,57-11,1,0,0,0,1
brcm63xx,generic,57-12,1,0,0,0,1
brcm63xx,generic,57-13,1,0,0,0,1
brcm63xx,generic,57-14,1,1,0,0,2
brcm63xx,generic,57-15,1,0,0,0,1
brcm63xx,generic,57-16,1,0,0,0,1
brcm63xx,generic,57-17,1,0,0,0,1
brcm63xx,generic,57-18,1,0,0,0,1
brcm63xx,generic,57-19,1,0,0,0,1
brcm63xx,generic,57-20,1,0,0,0,1
brcm63xx,generic,57-21,1,1,0,0,2
brcm63xx,generic,57-22,1,0,0,0,1
brcm63xx,generic,57-23,1,0,0,0,1
brcm63xx,generic,57-24,1,0,0,0,1
brcm63xx,generic,57-25,1,0,0,0,1
brcm63xx,generic,57-26,1,0,0,0,1
brcm63xx,generic,57-27,1,0,0,0,1
brcm63xx,generic,57-28,1,0,0,0,1
brcm63xx,generic,57-29,1,0,0,0,1
brcm63xx,generic,57-30,0,0,0,0,0
brcm63xx,generic,57-31,1,0,0,0,1
brcm63xx,generic,57-32,1,0,0,0,1
brcm63xx,generic,57-33,1,0,0,0,1
brcm63xx,generic,57-34,1,0,0,0,1
brcm63xx,generic,57-35,1,0,0,0,1
brcm63xx,generic,57-36,1,0,0,0,1
brcm63xx,generic,57-37,1,0,0,0,1
brcm63xx,generic,57-38,0,0,0,0,0
brcm63xx,generic,57-39,1,0,0,0,1
brcm63xx,generic,57-40,1,0,0,0,1
brcm63xx,generic,57-41,1,0,0,0,1
brcm63xx,generic,57-42,1,0,0,0,1
brcm63xx,generic,57-43,1,0,0,0,1
brcm63xx,generic,57-44,1,0,0,0,1
brcm63xx,generic,57-45,1,0,0,0,1
brcm63xx,generic,57-46,1,0,0,0,1
brcm63xx,generic,57-47,1,0,0,0,1
brcm63xx,generic,57-48,1,0,0,0,1
brcm63xx,generic,57-49,1,0,0,0,1
brcm63xx,generic,57-50,1,0,0,0,1
brcm63xx,generic,57-51,1,0,0,0,1
brcm63xx,generic,57-52,1,0,0,0,1
brcm63xx,generic,57-53,1,0,0,0,1
brcm63xx,generic,57-54,1,0,0,0,1
