K1,K2,GROUP,CPUD,INTCD,TIMERD,SERIALD,SUMD
ramips,rt305x,55-48,0,0,0,0,0
ramips,rt305x,55-49,0,0,0,0,0
ramips,rt305x,55-50,0,1,1,1,3
ramips,rt305x,55-51,0,1,1,1,3
ramips,rt305x,55-52,0,0,0,0,0
ramips,rt305x,55-53,0,0,0,0,0
ramips,rt305x,55-54,0,1,1,1,3
ramips,rt305x,55-55,0,0,0,0,0
ramips,rt305x,55-56,0,1,1,1,3
ramips,rt305x,55-57,0,0,0,0,0
ramips,rt305x,55-58,0,1,1,1,3
ramips,rt305x,55-59,0,0,0,0,0
ramips,rt305x,55-60,0,0,0,0,0
ramips,rt305x,55-61,0,0,0,0,0
ramips,rt305x,55-62,0,1,1,1,3
ramips,rt305x,55-63,0,0,0,0,0
ramips,rt305x,55-64,0,0,0,0,0
ramips,rt305x,55-65,0,0,0,0,0
ramips,rt305x,55-66,0,0,0,0,0
ramips,rt305x,55-67,0,1,1,1,3
ramips,rt305x,55-68,0,1,1,1,3
ramips,rt305x,55-69,0,1,1,1,3
ramips,rt305x,55-70,0,0,0,0,0
ramips,rt305x,55-71,0,0,0,0,0
ramips,rt305x,55-72,0,1,1,1,3
ramips,rt305x,55-73,0,1,1,1,3
ramips,rt305x,55-74,0,0,0,0,0
ramips,rt305x,55-75,0,0,0,0,0
ramips,rt305x,55-76,0,1,1,1,3
ramips,rt305x,55-77,0,0,0,0,0
ramips,rt305x,55-78,0,1,1,1,3
ramips,rt305x,55-79,0,1,1,1,3
ramips,rt305x,55-80,0,1,1,1,3
ramips,rt305x,55-81,0,0,0,0,0
ramips,rt305x,55-82,0,0,0,0,0
ramips,rt305x,55-83,0,1,1,1,3
ramips,rt305x,55-84,0,0,0,0,0
ramips,rt305x,55-85,0,1,1,1,3
ramips,rt305x,55-86,0,1,1,1,3
ramips,rt305x,55-87,0,0,0,0,0
ramips,rt305x,55-88,0,0,0,0,0
ramips,rt305x,55-89,0,1,1,1,3
ramips,rt305x,55-90,0,0,0,0,0
ramips,rt305x,55-91,0,1,1,1,3
ramips,rt305x,55-92,0,1,1,1,3
ramips,rt305x,55-93,0,0,0,0,0
ramips,rt305x,55-94,0,1,1,1,3
ramips,rt305x,55-95,0,0,0,0,0
ramips,rt305x,55-96,0,1,1,1,3
ramips,rt305x,55-97,0,0,0,0,0
ramips,rt305x,55-98,0,1,1,1,3
ramips,rt305x,55-99,0,1,1,1,3
ramips,rt305x,55-100,0,0,0,0,0
ramips,rt305x,55-101,0,0,0,0,0
ramips,rt305x,55-102,0,1,1,1,3
ramips,rt305x,55-103,0,1,1,1,3
ramips,rt305x,55-104,0,1,1,1,3
ramips,rt305x,56-0,0,1,3,1,5
ramips,rt305x,56-1,0,1,3,1,5
ramips,rt305x,56-2,0,0,0,0,0
ramips,rt305x,56-3,0,1,3,1,5
ramips,rt305x,56-4,0,1,3,1,5
ramips,rt305x,56-5,0,1,3,1,5
ramips,rt305x,56-6,0,1,3,1,5
ramips,rt305x,56-7,0,0,0,0,0
ramips,rt305x,56-8,0,1,3,1,5
ramips,rt305x,56-9,0,1,3,1,5
ramips,rt305x,56-10,0,1,3,1,5
ramips,rt305x,56-11,0,1,3,1,5
ramips,rt305x,56-12,0,1,3,1,5
ramips,rt305x,56-13,0,1,3,1,5
ramips,rt305x,56-14,0,0,0,0,0
ramips,rt305x,56-15,0,1,3,1,5
ramips,rt305x,56-16,0,0,0,0,0
ramips,rt305x,56-17,0,1,3,1,5
ramips,rt305x,56-18,0,1,3,1,5
ramips,rt305x,56-19,0,0,0,0,0
ramips,rt305x,56-20,0,1,3,1,5
ramips,rt305x,56-21,0,1,3,1,5
ramips,rt305x,56-22,0,0,0,0,0
ramips,rt305x,56-23,0,1,3,1,5
ramips,rt305x,56-24,0,0,0,0,0
ramips,rt305x,56-25,0,1,3,1,5
ramips,rt305x,56-26,0,0,0,0,0
ramips,rt305x,56-27,0,0,0,0,0
ramips,rt305x,56-28,0,1,3,1,5
ramips,rt305x,56-29,0,1,3,1,5
ramips,rt305x,56-30,0,1,3,1,5
ramips,rt305x,56-31,0,0,0,0,0
ramips,rt305x,56-32,0,0,0,0,0
ramips,rt305x,56-33,0,1,3,1,5
ramips,rt305x,56-34,0,1,3,1,5
ramips,rt305x,56-35,0,1,3,1,5
ramips,rt305x,56-36,0,1,3,1,5
ramips,rt305x,56-37,0,0,0,0,0
ramips,rt305x,56-38,0,1,3,1,5
ramips,rt305x,56-39,0,1,3,1,5
ramips,rt305x,56-40,0,1,3,1,5
ramips,rt305x,56-41,0,1,3,1,5
ramips,rt305x,56-42,0,1,3,1,5
ramips,rt305x,56-43,0,0,0,0,0
ramips,rt305x,56-44,0,1,3,1,5
ramips,rt305x,56-45,0,1,3,1,5
ramips,rt305x,56-46,0,0,0,0,0
ramips,rt305x,56-47,0,1,3,1,5
ramips,rt305x,56-48,0,1,3,1,5
ramips,rt305x,56-49,0,1,3,1,5
ramips,rt305x,56-50,0,0,0,0,0
ramips,rt305x,56-51,0,0,0,0,0
ramips,rt305x,56-52,0,1,3,1,5
ramips,rt305x,56-53,0,1,3,1,5
ramips,rt305x,56-54,0,0,0,0,0
ramips,rt305x,56-55,0,1,3,1,5
ramips,rt305x,56-56,0,0,0,0,0
ramips,rt305x,56-57,0,1,3,1,5
ramips,rt305x,56-58,0,0,0,0,0
ramips,rt305x,56-59,0,1,3,1,5
ramips,rt305x,56-60,0,1,3,1,5
ramips,rt305x,56-61,0,1,3,1,5
ramips,rt305x,56-62,0,0,0,0,0
ramips,rt305x,56-63,0,1,3,1,5
ramips,rt305x,56-64,0,1,3,1,5
ramips,rt305x,56-65,0,1,3,1,5
ramips,rt305x,56-66,0,1,3,1,5
ramips,rt305x,56-67,0,0,0,0,0
ramips,rt305x,56-68,0,0,0,0,0
ramips,rt305x,56-69,0,0,0,0,0
ramips,rt305x,56-70,0,1,3,1,5
ramips,rt305x,56-71,0,1,3,1,5
ramips,rt305x,56-72,0,0,0,0,0
ramips,rt305x,56-73,0,0,0,0,0
ramips,rt305x,56-74,0,1,3,1,5
ramips,rt305x,56-75,0,1,3,1,5
ramips,rt305x,56-76,0,0,0,0,0
ramips,rt305x,56-77,0,1,3,1,5
ramips,rt305x,56-78,0,0,0,0,0
ramips,rt305x,56-79,0,0,0,0,0
ramips,rt305x,56-80,0,0,0,0,0
ramips,rt305x,56-81,0,1,3,1,5
ramips,rt305x,56-82,0,1,3,1,5
ramips,rt305x,56-83,0,0,0,0,0
ramips,rt305x,56-84,0,1,3,1,5
ramips,rt305x,56-85,0,0,0,0,0
ramips,rt305x,56-86,0,0,0,0,0
ramips,rt305x,56-87,0,1,3,1,5
ramips,rt305x,56-88,0,1,3,1,5
ramips,rt305x,56-89,0,0,0,0,0
ramips,rt305x,56-90,0,1,3,1,5
ramips,rt305x,56-91,0,0,0,0,0
ramips,rt305x,56-92,0,1,3,1,5
ramips,rt305x,56-93,0,1,3,1,5
ramips,rt305x,56-94,0,0,0,0,0
ramips,rt305x,56-95,0,1,3,1,5
ramips,rt305x,56-96,0,0,0,0,0
ramips,rt305x,56-97,0,1,3,1,5
ramips,rt305x,56-98,0,0,0,0,0
ramips,rt305x,56-99,0,0,0,0,0
ramips,rt305x,56-100,0,1,3,1,5
ramips,rt305x,56-101,0,1,3,1,5
ramips,rt305x,56-102,0,0,0,0,0
ramips,rt305x,56-103,0,1,3,1,5
ramips,rt305x,56-104,0,0,0,0,0
ramips,rt305x,57-0,0,0,0,0,0
ramips,rt305x,57-1,0,0,0,0,0
ramips,rt305x,57-2,0,1,1,1,3
ramips,rt305x,57-3,0,0,0,0,0
ramips,rt305x,57-4,0,0,0,0,0
ramips,rt305x,57-5,0,0,0,0,0
ramips,rt305x,57-6,0,0,0,0,0
ramips,rt305x,57-7,0,1,1,1,3
ramips,rt305x,57-8,0,0,0,0,0
ramips,rt305x,57-9,0,0,0,0,0
ramips,rt305x,57-10,0,0,0,0,0
ramips,rt305x,57-11,0,0,0,0,0
ramips,rt305x,57-12,0,0,0,0,0
ramips,rt305x,57-13,0,0,0,0,0
ramips,rt305x,57-14,0,1,1,1,3
ramips,rt305x,57-15,0,0,0,0,0
ramips,rt305x,57-16,0,1,1,1,3
ramips,rt305x,57-17,0,0,0,0,0
ramips,rt305x,57-18,0,0,0,0,0
ramips,rt305x,57-19,0,1,1,1,3
ramips,rt305x,57-20,0,0,0,0,0
ramips,rt305x,57-21,0,0,0,0,0
ramips,rt305x,57-22,0,1,1,1,3
ramips,rt305x,57-23,0,0,0,0,0
ramips,rt305x,57-24,0,1,1,1,3
ramips,rt305x,57-25,0,0,0,0,0
ramips,rt305x,57-26,0,1,1,1,3
ramips,rt305x,57-27,0,1,1,1,3
ramips,rt305x,57-28,0,0,0,0,0
ramips,rt305x,57-29,0,0,0,0,0
ramips,rt305x,57-30,0,0,0,0,0
ramips,rt305x,57-31,0,1,1,1,3
ramips,rt305x,57-32,0,1,1,1,3
ramips,rt305x,57-33,0,0,0,0,0
ramips,rt305x,57-34,0,0,0,0,0
ramips,rt305x,57-35,0,1,1,1,3
ramips,rt305x,57-36,0,0,0,0,0
ramips,rt305x,57-37,0,1,1,1,3
ramips,rt305x,57-38,0,0,0,0,0
ramips,rt305x,57-39,0,0,0,0,0
ramips,rt305x,57-40,0,0,0,0,0
ramips,rt305x,57-41,0,0,0,0,0
ramips,rt305x,57-42,0,0,0,0,0
ramips,rt305x,57-43,0,1,1,1,3
ramips,rt305x,57-44,0,1,1,1,3
ramips,rt305x,57-45,0,0,0,0,0
ramips,rt305x,57-46,0,1,1,1,3
ramips,rt305x,57-47,0,0,0,0,0
ramips,rt305x,57-48,0,0,0,0,0
ramips,rt305x,57-49,0,0,0,0,0
ramips,rt305x,57-50,0,1,1,1,3
ramips,rt305x,57-51,0,1,1,1,3
ramips,rt305x,57-52,0,0,0,0,0
ramips,rt305x,57-53,0,0,0,0,0
ramips,rt305x,57-54,0,1,1,1,3
ramips,rt305x,57-55,0,0,0,0,0
ramips,rt305x,57-56,0,1,1,1,3
ramips,rt305x,57-57,0,0,0,0,0
ramips,rt305x,57-58,0,1,1,1,3
ramips,rt305x,57-59,0,0,0,0,0
ramips,rt305x,57-60,0,0,0,0,0
ramips,rt305x,57-61,0,0,0,0,0
ramips,rt305x,57-62,0,1,1,1,3
ramips,rt305x,57-63,0,0,0,0,0
ramips,rt305x,57-64,0,0,0,0,0
ramips,rt305x,57-65,0,0,0,0,0
ramips,rt305x,57-66,0,0,0,0,0
ramips,rt305x,57-67,0,1,1,1,3
ramips,rt305x,57-68,0,1,1,1,3
ramips,rt305x,57-69,0,1,1,1,3
ramips,rt305x,57-70,0,0,0,0,0
ramips,rt305x,57-71,0,0,0,0,0
ramips,rt305x,57-72,0,1,1,1,3
ramips,rt305x,57-73,0,1,1,1,3
ramips,rt305x,57-74,0,0,0,0,0
ramips,rt305x,57-75,0,0,0,0,0
ramips,rt305x,57-76,0,1,1,1,3
ramips,rt305x,57-77,0,0,0,0,0
ramips,rt305x,57-78,0,1,1,1,3
ramips,rt305x,57-79,0,1,1,1,3
ramips,rt305x,57-80,0,1,1,1,3
ramips,rt305x,57-81,0,0,0,0,0
ramips,rt305x,57-82,0,0,0,0,0
ramips,rt305x,57-83,0,1,1,1,3
ramips,rt305x,57-84,0,0,0,0,0
ramips,rt305x,57-85,0,1,1,1,3
ramips,rt305x,57-86,0,1,1,1,3
ramips,rt305x,57-87,0,0,0,0,0
ramips,rt305x,57-88,0,0,0,0,0
ramips,rt305x,57-89,0,1,1,1,3
ramips,rt305x,57-90,0,0,0,0,0
ramips,rt305x,57-91,0,1,1,1,3
ramips,rt305x,57-92,0,1,1,1,3
ramips,rt305x,57-93,0,0,0,0,0
ramips,rt305x,57-94,0,1,1,1,3
ramips,rt305x,57-95,0,0,0,0,0
ramips,rt305x,57-96,0,1,1,1,3
ramips,rt305x,57-97,0,0,0,0,0
ramips,rt305x,57-98,0,1,1,1,3
ramips,rt305x,57-99,0,1,1,1,3
ramips,rt305x,57-100,0,0,0,0,0
ramips,rt305x,57-101,0,0,0,0,0
ramips,rt305x,57-102,0,1,1,1,3
ramips,rt305x,57-103,0,1,1,1,3
ramips,rt305x,57-104,0,1,1,1,3
ramips,rt305x,58-0,0,1,3,1,5
ramips,rt305x,58-1,0,1,3,1,5
ramips,rt305x,58-2,0,0,0,0,0
ramips,rt305x,58-3,0,1,3,1,5
ramips,rt305x,58-4,0,1,3,1,5
ramips,rt305x,58-5,0,1,3,1,5
ramips,rt305x,58-6,0,1,3,1,5
ramips,rt305x,58-7,0,0,0,0,0
ramips,rt305x,58-8,0,1,3,1,5
ramips,rt305x,58-9,0,1,3,1,5
ramips,rt305x,58-10,0,1,3,1,5
ramips,rt305x,58-11,0,1,3,1,5
ramips,rt305x,58-12,0,1,3,1,5
ramips,rt305x,58-13,0,1,3,1,5
ramips,rt305x,58-14,0,0,0,0,0
ramips,rt305x,58-15,0,1,3,1,5
ramips,rt305x,58-16,0,0,0,0,0
ramips,rt305x,58-17,0,1,3,1,5
ramips,rt305x,58-18,0,1,3,1,5
ramips,rt305x,58-19,0,0,0,0,0
ramips,rt305x,58-20,0,1,3,1,5
ramips,rt305x,58-21,0,1,3,1,5
ramips,rt305x,58-22,0,0,0,0,0
ramips,rt305x,58-23,0,1,3,1,5
ramips,rt305x,58-24,0,0,0,0,0
ramips,rt305x,58-25,0,1,3,1,5
ramips,rt305x,58-26,0,0,0,0,0
ramips,rt305x,58-27,0,0,0,0,0
ramips,rt305x,58-28,0,1,3,1,5
ramips,rt305x,58-29,0,1,3,1,5
ramips,rt305x,58-30,0,1,3,1,5
ramips,rt305x,58-31,0,0,0,0,0
ramips,rt305x,58-32,0,0,0,0,0
ramips,rt305x,58-33,0,1,3,1,5
ramips,rt305x,58-34,0,1,3,1,5
ramips,rt305x,58-35,0,1,3,1,5
ramips,rt305x,58-36,0,1,3,1,5
ramips,rt305x,58-37,0,0,0,0,0
ramips,rt305x,58-38,0,1,3,1,5
ramips,rt305x,58-39,0,1,3,1,5
ramips,rt305x,58-40,0,1,3,1,5
ramips,rt305x,58-41,0,1,3,1,5
ramips,rt305x,58-42,0,1,3,1,5
ramips,rt305x,58-43,0,0,0,0,0
ramips,rt305x,58-44,0,1,3,1,5
ramips,rt305x,58-45,0,1,3,1,5
ramips,rt305x,58-46,0,0,0,0,0
ramips,rt305x,58-47,0,1,3,1,5
ramips,rt305x,58-48,0,1,3,1,5
ramips,rt305x,58-49,0,1,3,1,5
ramips,rt305x,58-50,0,0,0,0,0
ramips,rt305x,58-51,0,0,0,0,0
ramips,rt305x,58-52,0,1,3,1,5
ramips,rt305x,58-53,0,1,3,1,5
ramips,rt305x,58-54,0,0,0,0,0
ramips,rt305x,58-55,0,1,3,1,5
ramips,rt305x,58-56,0,0,0,0,0
ramips,rt305x,58-57,0,1,3,1,5
ramips,rt305x,58-58,0,0,0,0,0
ramips,rt305x,58-59,0,1,3,1,5
ramips,rt305x,58-60,0,1,3,1,5
ramips,rt305x,58-61,0,1,3,1,5
ramips,rt305x,58-62,0,0,0,0,0
ramips,rt305x,58-63,0,1,3,1,5
ramips,rt305x,58-64,0,1,3,1,5
ramips,rt305x,58-65,0,1,3,1,5
ramips,rt305x,58-66,0,1,3,1,5
ramips,rt305x,58-67,0,0,0,0,0
ramips,rt305x,58-68,0,0,0,0,0
ramips,rt305x,58-69,0,0,0,0,0
ramips,rt305x,58-70,0,1,3,1,5
ramips,rt305x,58-71,0,1,3,1,5
ramips,rt305x,58-72,0,0,0,0,0
ramips,rt305x,58-73,0,0,0,0,0
ramips,rt305x,58-74,0,1,3,1,5
ramips,rt305x,58-75,0,1,3,1,5
ramips,rt305x,58-76,0,0,0,0,0
ramips,rt305x,58-77,0,1,3,1,5
ramips,rt305x,58-78,0,0,0,0,0
ramips,rt305x,58-79,0,0,0,0,0
ramips,rt305x,58-80,0,0,0,0,0
ramips,rt305x,58-81,0,1,3,1,5
ramips,rt305x,58-82,0,1,3,1,5
ramips,rt305x,58-83,0,0,0,0,0
ramips,rt305x,58-84,0,1,3,1,5
ramips,rt305x,58-85,0,0,0,0,0
ramips,rt305x,58-86,0,0,0,0,0
ramips,rt305x,58-87,0,1,3,1,5
ramips,rt305x,58-88,0,1,3,1,5
ramips,rt305x,58-89,0,0,0,0,0
ramips,rt305x,58-90,0,1,3,1,5
ramips,rt305x,58-91,0,0,0,0,0
ramips,rt305x,58-92,0,1,3,1,5
ramips,rt305x,58-93,0,1,3,1,5
ramips,rt305x,58-94,0,0,0,0,0
ramips,rt305x,58-95,0,1,3,1,5
ramips,rt305x,58-96,0,0,0,0,0
ramips,rt305x,58-97,0,1,3,1,5
ramips,rt305x,58-98,0,0,0,0,0
ramips,rt305x,58-99,0,0,0,0,0
ramips,rt305x,58-100,0,1,3,1,5
ramips,rt305x,58-101,0,1,3,1,5
ramips,rt305x,58-102,0,0,0,0,0
ramips,rt305x,58-103,0,1,3,1,5
ramips,rt305x,58-104,0,0,0,0,0
ramips,rt305x,59-0,0,0,0,0,0
ramips,rt305x,59-1,0,0,0,0,0
ramips,rt305x,59-2,0,1,1,1,3
ramips,rt305x,59-3,0,0,0,0,0
ramips,rt305x,59-4,0,0,0,0,0
ramips,rt305x,59-5,0,0,0,0,0
ramips,rt305x,59-6,0,0,0,0,0
ramips,rt305x,59-7,0,1,1,1,3
ramips,rt305x,59-8,0,0,0,0,0
ramips,rt305x,59-9,0,0,0,0,0
ramips,rt305x,59-10,0,0,0,0,0
ramips,rt305x,59-11,0,0,0,0,0
ramips,rt305x,59-12,0,0,0,0,0
ramips,rt305x,59-13,0,0,0,0,0
ramips,rt305x,59-14,0,1,1,1,3
ramips,rt305x,59-15,0,0,0,0,0
ramips,rt305x,59-16,0,1,1,1,3
ramips,rt305x,59-17,0,0,0,0,0
ramips,rt305x,59-18,0,0,0,0,0
ramips,rt305x,59-19,0,1,1,1,3
ramips,rt305x,59-20,0,0,0,0,0
ramips,rt305x,59-21,0,0,0,0,0
ramips,rt305x,59-22,0,1,1,1,3
ramips,rt305x,59-23,0,0,0,0,0
ramips,rt305x,59-24,0,1,1,1,3
ramips,rt305x,59-25,0,0,0,0,0
ramips,rt305x,59-26,0,1,1,1,3
ramips,rt305x,59-27,0,1,1,1,3
ramips,rt305x,59-28,0,0,0,0,0
ramips,rt305x,59-29,0,0,0,0,0
ramips,rt305x,59-30,0,0,0,0,0
ramips,rt305x,59-31,0,1,1,1,3
ramips,rt305x,59-32,0,1,1,1,3
ramips,rt305x,59-33,0,0,0,0,0
ramips,rt305x,59-34,0,0,0,0,0
ramips,rt305x,59-35,0,1,1,1,3
ramips,rt305x,59-36,0,0,0,0,0
ramips,rt305x,59-37,0,1,1,1,3
ramips,rt305x,59-38,0,0,0,0,0
ramips,rt305x,59-39,0,0,0,0,0
ramips,rt305x,59-40,0,0,0,0,0
ramips,rt305x,59-41,0,0,0,0,0
ramips,rt305x,59-42,0,0,0,0,0
ramips,rt305x,59-43,0,1,1,1,3
ramips,rt305x,59-44,0,1,1,1,3
ramips,rt305x,59-45,0,0,0,0,0
ramips,rt305x,59-46,0,1,1,1,3
ramips,rt305x,59-47,0,0,0,0,0
ramips,rt305x,59-48,0,0,0,0,0
ramips,rt305x,59-49,0,0,0,0,0
ramips,rt305x,59-50,0,1,1,1,3
ramips,rt305x,59-51,0,1,1,1,3
ramips,rt305x,59-52,0,0,0,0,0
ramips,rt305x,59-53,0,0,0,0,0
ramips,rt305x,59-54,0,1,1,1,3
ramips,rt305x,59-55,0,0,0,0,0
ramips,rt305x,59-56,0,1,1,1,3
ramips,rt305x,59-57,0,0,0,0,0
ramips,rt305x,59-58,0,1,1,1,3
ramips,rt305x,59-59,0,0,0,0,0
ramips,rt305x,59-60,0,0,0,0,0
ramips,rt305x,59-61,0,0,0,0,0
ramips,rt305x,59-62,0,1,1,1,3
ramips,rt305x,59-63,0,0,0,0,0
ramips,rt305x,59-64,0,0,0,0,0
ramips,rt305x,59-65,0,0,0,0,0
ramips,rt305x,59-66,0,0,0,0,0
ramips,rt305x,59-67,0,1,1,1,3
ramips,rt305x,59-68,0,1,1,1,3
ramips,rt305x,59-69,0,1,1,1,3
ramips,rt305x,59-70,0,0,0,0,0
ramips,rt305x,59-71,0,0,0,0,0
ramips,rt305x,59-72,0,1,1,1,3
ramips,rt305x,59-73,0,1,1,1,3
ramips,rt305x,59-74,0,0,0,0,0
ramips,rt305x,59-75,0,0,0,0,0
ramips,rt305x,59-76,0,1,1,1,3
ramips,rt305x,59-77,0,0,0,0,0
ramips,rt305x,59-78,0,1,1,1,3
ramips,rt305x,59-79,0,1,1,1,3
ramips,rt305x,59-80,0,1,1,1,3
ramips,rt305x,59-81,0,0,0,0,0
ramips,rt305x,59-82,0,0,0,0,0
ramips,rt305x,59-83,0,1,1,1,3
ramips,rt305x,59-84,0,0,0,0,0
ramips,rt305x,59-85,0,1,1,1,3
ramips,rt305x,59-86,0,1,1,1,3
ramips,rt305x,59-87,0,0,0,0,0
ramips,rt305x,59-88,0,0,0,0,0
ramips,rt305x,59-89,0,1,1,1,3
ramips,rt305x,59-90,0,0,0,0,0
ramips,rt305x,59-91,0,1,1,1,3
ramips,rt305x,59-92,0,1,1,1,3
ramips,rt305x,59-93,0,0,0,0,0
ramips,rt305x,59-94,0,1,1,1,3
ramips,rt305x,59-95,0,0,0,0,0
ramips,rt305x,59-96,0,1,1,1,3
ramips,rt305x,59-97,0,0,0,0,0
ramips,rt305x,59-98,0,1,1,1,3
ramips,rt305x,59-99,0,1,1,1,3
ramips,rt305x,59-100,0,0,0,0,0
ramips,rt305x,59-101,0,0,0,0,0
ramips,rt305x,59-102,0,1,1,1,3
ramips,rt305x,59-103,0,1,1,1,3
ramips,rt305x,59-104,0,1,1,1,3
ramips,rt305x,60-0,0,0,0,0,0
ramips,rt305x,60-1,0,0,0,0,0
ramips,rt305x,60-2,0,1,1,1,3
ramips,rt305x,60-3,0,0,0,0,0
ramips,rt305x,60-4,0,0,0,0,0
ramips,rt305x,60-5,0,0,0,0,0
ramips,rt305x,60-6,0,0,0,0,0
ramips,rt305x,60-7,0,1,1,1,3
ramips,rt305x,60-8,0,0,0,0,0
ramips,rt305x,60-9,0,0,0,0,0
ramips,rt305x,60-10,0,0,0,0,0
ramips,rt305x,60-11,0,0,0,0,0
ramips,rt305x,60-12,0,0,0,0,0
ramips,rt305x,60-13,0,0,0,0,0
ramips,rt305x,60-14,0,1,1,1,3
ramips,rt305x,60-15,0,0,0,0,0
ramips,rt305x,60-16,0,1,1,1,3
ramips,rt305x,60-17,0,0,0,0,0
ramips,rt305x,60-18,0,0,0,0,0
ramips,rt305x,60-19,0,1,1,1,3
ramips,rt305x,60-20,0,0,0,0,0
ramips,rt305x,60-21,0,0,0,0,0
ramips,rt305x,60-22,0,1,1,1,3
ramips,rt305x,60-23,0,0,0,0,0
ramips,rt305x,60-24,0,1,1,1,3
ramips,rt305x,60-25,0,0,0,0,0
ramips,rt305x,60-26,0,1,1,1,3
ramips,rt305x,60-27,0,1,1,1,3
ramips,rt305x,60-28,0,0,0,0,0
ramips,rt305x,60-29,0,0,0,0,0
ramips,rt305x,60-30,0,0,0,0,0
ramips,rt305x,60-31,0,1,1,1,3
ramips,rt305x,60-32,0,1,1,1,3
ramips,rt305x,60-33,0,0,0,0,0
ramips,rt305x,60-34,0,0,0,0,0
ramips,rt305x,60-35,0,1,1,1,3
ramips,rt305x,60-36,0,0,0,0,0
ramips,rt305x,60-37,0,1,1,1,3
ramips,rt305x,60-38,0,0,0,0,0
ramips,rt305x,60-39,0,0,0,0,0
ramips,rt305x,60-40,0,0,0,0,0
ramips,rt305x,60-41,0,0,0,0,0
ramips,rt305x,60-42,0,0,0,0,0
ramips,rt305x,60-43,0,1,1,1,3
ramips,rt305x,60-44,0,1,1,1,3
ramips,rt305x,60-45,0,0,0,0,0
ramips,rt305x,60-46,0,1,1,1,3
ramips,rt305x,60-47,0,0,0,0,0
ramips,rt305x,60-48,0,0,0,0,0
ramips,rt305x,60-49,0,0,0,0,0
ramips,rt305x,60-50,0,1,1,1,3
ramips,rt305x,60-51,0,1,1,1,3
ramips,rt305x,60-52,0,0,0,0,0
ramips,rt305x,60-53,0,0,0,0,0
ramips,rt305x,60-54,0,1,1,1,3
ramips,rt305x,60-55,0,0,0,0,0
ramips,rt305x,60-56,0,1,1,1,3
ramips,rt305x,60-57,0,0,0,0,0
ramips,rt305x,60-58,0,1,1,1,3
ramips,rt305x,60-59,0,0,0,0,0
ramips,rt305x,60-60,0,0,0,0,0
ramips,rt305x,60-61,0,0,0,0,0
ramips,rt305x,60-62,0,1,1,1,3
ramips,rt305x,60-63,0,0,0,0,0
ramips,rt305x,60-64,0,0,0,0,0
ramips,rt305x,60-65,0,0,0,0,0
ramips,rt305x,60-66,0,0,0,0,0
ramips,rt305x,60-67,0,1,1,1,3
ramips,rt305x,60-68,0,1,1,1,3
ramips,rt305x,60-69,0,1,1,1,3
ramips,rt305x,60-70,0,0,0,0,0
ramips,rt305x,60-71,0,0,0,0,0
ramips,rt305x,60-72,0,1,1,1,3
ramips,rt305x,60-73,0,1,1,1,3
ramips,rt305x,60-74,0,0,0,0,0
ramips,rt305x,60-75,0,0,0,0,0
ramips,rt305x,60-76,0,1,1,1,3
ramips,rt305x,60-77,0,0,0,0,0
ramips,rt305x,60-78,0,1,1,1,3
ramips,rt305x,60-79,0,1,1,1,3
ramips,rt305x,60-80,0,1,1,1,3
ramips,rt305x,60-81,0,0,0,0,0
ramips,rt305x,60-82,0,0,0,0,0
ramips,rt305x,60-83,0,1,1,1,3
ramips,rt305x,60-84,0,0,0,0,0
ramips,rt305x,60-85,0,1,1,1,3
ramips,rt305x,60-86,0,1,1,1,3
ramips,rt305x,60-87,0,0,0,0,0
ramips,rt305x,60-88,0,0,0,0,0
ramips,rt305x,60-89,0,1,1,1,3
ramips,rt305x,60-90,0,0,0,0,0
ramips,rt305x,60-91,0,1,1,1,3
ramips,rt305x,60-92,0,1,1,1,3
ramips,rt305x,60-93,0,0,0,0,0
ramips,rt305x,60-94,0,1,1,1,3
ramips,rt305x,60-95,0,0,0,0,0
ramips,rt305x,60-96,0,1,1,1,3
ramips,rt305x,60-97,0,0,0,0,0
ramips,rt305x,60-98,0,1,1,1,3
ramips,rt305x,60-99,0,1,1,1,3
ramips,rt305x,60-100,0,0,0,0,0
ramips,rt305x,60-101,0,0,0,0,0
ramips,rt305x,60-102,0,1,1,1,3
ramips,rt305x,60-103,0,1,1,1,3
ramips,rt305x,60-104,0,1,1,1,3
ramips,rt305x,61-0,0,0,0,0,0
ramips,rt305x,61-1,0,0,0,0,0
ramips,rt305x,61-2,0,1,1,1,3
ramips,rt305x,61-3,0,0,0,0,0
ramips,rt305x,61-4,0,0,0,0,0
ramips,rt305x,61-5,0,0,0,0,0
ramips,rt305x,61-6,0,0,0,0,0
ramips,rt305x,61-7,0,1,1,1,3
ramips,rt305x,61-8,0,0,0,0,0
ramips,rt305x,61-9,0,0,0,0,0
ramips,rt305x,61-10,0,0,0,0,0
ramips,rt305x,61-11,0,0,0,0,0
ramips,rt305x,61-12,0,0,0,0,0
ramips,rt305x,61-13,0,0,0,0,0
ramips,rt305x,61-14,0,1,1,1,3
ramips,rt305x,61-15,0,0,0,0,0
ramips,rt305x,61-16,0,1,1,1,3
ramips,rt305x,61-17,0,0,0,0,0
ramips,rt305x,61-18,0,0,0,0,0
ramips,rt305x,61-19,0,1,1,1,3
ramips,rt305x,61-20,0,0,0,0,0
ramips,rt305x,61-21,0,0,0,0,0
ramips,rt305x,61-22,0,1,1,1,3
ramips,rt305x,61-23,0,0,0,0,0
ramips,rt305x,61-24,0,1,1,1,3
