Target,Subtarget,IMAGE,REALBOOT
ramips,rt305x,4f85c38b1d9962e82238c6b982bfd4ad4f20e5d3.bin.log,50.168999910354614
ramips,rt305x,6cfbd1c779da1c44920e5b709c1090803fc2ffea.bin.log,51.14400005340576
ramips,rt305x,d02b647dbf21fdb7a27b08c602426410ad263802.bin.log,49.644999980926514
ramips,rt305x,ba5408a55388641cb5abcf12b0b2b99126fd3fe2.bin.log,44.32699990272522
ramips,rt305x,3fed78175dc90752f3ffe4159c18bf9ceabfd8fc.bin.log,52.59699988365173
ramips,rt305x,bb3bbcbbd507a3a55715ade1d129a318a42554bb.bin.log,52.92900013923645
ramips,rt305x,3fea8a59817a2783a34234a2f46694af43a73717.bin.log,45.42999982833862
ramips,rt305x,f23d8febfa535a2cd2805adb38a7dfeec7b69703.bin.log,50.12700009346008
ramips,rt305x,0f010a717c49322c961425916b317fbabc9538f9.bin.log,41.138999938964844
ramips,rt305x,6fe9164bdef47ba9eb7cda605d8b95adff2fc00f.bin.log,45.531999826431274
ramips,rt305x,a888e4c94cc3df03b1a643016a45e6ac33780ff9.bin.log,48.84599995613098
ramips,rt305x,6709eec28e5de3822c791bb3071890cda437e6d9.bin.log,47.87899994850159
ramips,rt305x,0746c5d3cf7aff10fc89fbe688923f7a0d3bf366.bin.log,46.10899996757507
ramips,rt305x,068f7e2986f7e74d2a3d17b0bfc20ca5a30009c7.bin.log,55.82599997520447
ramips,rt305x,7437a41ea956f2b0fddba5f501a96de280acba27.bin.log,58.263999938964844
ramips,rt305x,629e189494ef27d5e70b4622825a1d5e4c52ec5b.bin.log,49.78399991989136
ramips,rt305x,2f32cbc69c826bb1e2ebc71d999d9c8c8b36ec92.bin.log,49.91799998283386
ramips,rt305x,153e1d87e155447dcca2440e0bb2ac68599b309a.bin.log,46.47000002861023
ramips,rt305x,160c1b360d8055207f79ff76b00f66cac78bd9c3.bin.log,49.894999980926514
ramips,rt305x,ea584725d494398c9de28e83452ce48b0b35a8a8.bin.log,55.6710000038147
ramips,rt305x,54aa0d8b5fd4e7942504b48d1ed656042bca4ad5.bin.log,55.3989999294281
ramips,rt305x,b8500dcb91e8a62ccd1ff3d72c01a0f2e654bb7d.bin.log,50.41100001335144
ramips,rt305x,ccf6514ad17d294e2276d748d3ce1aafe1e00119.bin.log,50.03399991989136
ramips,rt305x,a27e873b70706649c5ed75a84b1dacc0d919b112.bin.log,54.759000062942505
ramips,rt305x,9f8fa4bcae1ea3562aaca838a0b6d77d016c5e82.bin.log,52.28699994087219
ramips,rt305x,3949bfc6a9f4fb12d9f99b4427bfbc32175c283c.bin.log,49.03200006484985
ramips,rt305x,911a6e2996392030f956aa07bda4e7ab3d4a7b26.bin.log,47.79099988937378
ramips,rt305x,f2bd8b4c5f18c89abd8b87169c220691127ac6b3.bin.log,51.06599998474121
ramips,rt305x,9cd60776c212d82b62ce956346df7c59c4f23ee7.bin.log,48.47099995613098
ramips,rt305x,22ecb0f4df12e018571c4c03b07dd80525739181.bin.log,49.88000011444092
ramips,rt305x,df44f0824402414e4e76d05b78c4c1e595b21124.bin.log,51.7039999961853
ramips,rt305x,c3f7b89ade9ec8e6ccd9dd70b5b039d054f82308.bin.log,48.581000089645386
ramips,rt305x,fde55e8885c092942b8032cde496f6589b2c9f3d.bin.log,52.21799993515015
ramips,rt305x,67aa7d4a3836e05700f64b3381d22bfd8439e567.bin.log,49.83399987220764
ramips,rt305x,ef4986026f0e0368cafa3b61f65e8398f93aaf88.bin.log,48.895999908447266
ramips,rt305x,646f0e147ab0c871685dd9038f7e2bf1ef4b1efd.bin.log,52.71900010108948
ramips,rt305x,72ca4fcce472c165062f07a1bf8aab4ec0666ebd.bin.log,50.544999837875366
ramips,rt305x,154d96159d69ee7500385e87e5576d230a4a3bab.bin.log,49.55200004577637
ramips,rt305x,3a513da37cc4afe33b65cac97ff831571ca744e3.bin.log,54.782999992370605
ramips,rt305x,796d32a913415274fbe5466b5577e285fed2554b.bin.log,46.56599998474121
ramips,rt305x,0981c47c18f18f03f81fb0a1eee7167052e218e6.bin.log,50.388999938964844
ramips,rt305x,d0749de863743722c7c6ce1e5ec1e445e36d0a6c.bin.log,47.36400008201599
ramips,rt305x,28e1dd8eecee35dfd46e170651cce4148cdec732.bin.log,52.15000009536743
ramips,rt305x,5e1561e2725105a0fb32148550275ad72d91d1ca.bin.log,51.348000049591064
ramips,rt305x,b96073cfbf178fe4e4033bb8ac372293479ca8d6.bin.log,53.56500005722046
ramips,rt305x,04fcd1dc7be9199db553b57b9adf21ead173db27.bin.log,48.4779999256134
ramips,rt305x,cc4a5a82489ae08c9d21a3b2d38b03afee65fdbf.bin.log,50.11500000953674
ramips,rt305x,9ddf01f1dd41e69f6287c196894e1d806ae9b36c.bin.log,46.8970000743866
ramips,rt305x,bce6e5a5974c6d73f949cfa3d7d779d132d61396.bin.log,42.355000019073486
ramips,rt305x,78bbca0f4dd93de05994b1933e632ada8018dee3.bin.log,59.27499985694885
ramips,rt305x,3aaf5868be714d486c3080663f724bb44e79a78a.bin.log,50.395999908447266
ramips,rt305x,46767e876f10506da00daaddcc9b2ac224dbbbfa.bin.log,47.848000049591064
ramips,rt305x,d12e6167143e2bc46c9498a75399b2d0781bd700.bin.log,54.99600005149841
ramips,rt305x,a2027f7706f23962776c9daa5bdf2d27189474f5.bin.log,48.19599986076355
ramips,rt305x,59b85e172e3431f05cf13b47dfa60e563fa2e4a4.bin.log,59.82799983024597
ramips,rt305x,d1896ff766fb03cc2f67f19ac25156fcb32cc36c.bin.log,42.629000186920166
ramips,rt305x,78b13a87d5bf8728eb4bc3feb76877ad089d2153.bin.log,54.47000002861023
ramips,rt305x,58fa866c5850ca61cfde499c38ab512b8fefa1ac.bin.log,57.31600022315979
ramips,rt305x,9c0bc1be97d748d066dd4ad76dada1dbf7f0dbd5.bin.log,49.95900011062622
ramips,rt305x,b580ee85eb33adfed2b1aacf5c57a23fe81e2b25.bin.log,53.18600010871887
ramips,rt305x,1d5f5ccf3f285ea8674383db1bbad7b2e79692cc.bin.log,54.040000200271606
ramips,rt305x,c6e826c2b36dc42581a735a7f55603397b545f4c.bin.log,48.414000034332275
ramips,rt305x,a8dd221df0dcfc73e58004e703927e42f4322cdc.bin.log,52.69099998474121
ramips,rt305x,99798a0f647ca4d9cfa24f3069b6c9ab7292caae.bin.log,50.068000078201294
ramips,rt305x,58b3cee9838a04c86ca95f5518de18835f1f8f43.bin.log,50.69999980926514
ramips,rt305x,52428de576a9c981c3b07a0985782a92f0f3d90a.bin.log,52.164000034332275
ramips,rt305x,9d58284f593a418515e4a6937d21a3170f38a1a9.bin.log,49.24600005149841
ramips,rt305x,f37c7d600469e229266e3af64a1a2c96afe8a9f8.bin.log,49.63100004196167
ramips,rt305x,e2901ceedc5923f918ae7f4e590d29399a17cb3e.bin.log,59.03699994087219
ramips,rt305x,ed77de3ddd77f3c164a17ed957d0e5b28695e5e5.bin.log,57.14199995994568
ramips,rt305x,416530158472f89a4e378c907642be0f13f89939.bin.log,49.70300006866455
ramips,rt305x,ae056c6976696558efdd2defa5261dd486546a3f.bin.log,50.342000007629395
ramips,rt305x,c2b2ac8a1de95f8902bf5bf585ed6204abca2129.bin.log,45.05499982833862
ramips,rt305x,7912eaa0a4025268d0efc08a1649780b3bd38209.bin.log,46.31399989128113
ramips,rt305x,baed583688fecc1944ba8d2c2a6b85db3200f61d.bin.log,47.04300022125244
ramips,rt305x,218190f845367da874bb489b6a4897b9b2c5ba87.bin.log,59.34499979019165
ramips,rt305x,91075e76ddb04a93147f7f4a09250e758e2b5976.bin.log,52.62299990653992
ramips,rt305x,77de6ed0afc3cc160d903834721cf50991f59b41.bin.log,54.973999977111816
ramips,rt305x,003c3987432f6cb7c84c50ed57fe7e31341e5327.bin.log,59.41499996185303
ramips,rt305x,6ee8efc99a208c7fb1ae546182b6052cffd21daa.bin.log,49.4210000038147
ramips,rt305x,452bd78895fe844a82cc833ba39c74b3bb0b9dd1.bin.log,50.31399989128113
ramips,rt305x,7e4b60e3966500f7fe40a354fb84d5525a214d27.bin.log,57.3529999256134
ramips,rt305x,92087105a38c5da7f9ea88a6444f969233d1fcfb.bin.log,49.82099986076355
ramips,rt305x,3d5dbb6d6d0e7a6bb37f9d584cc3bdb0e9c782df.bin.log,56.56500005722046
ramips,rt305x,98dc9c0f9946a31b02664ddae14d2f1aa909dc27.bin.log,48.62899994850159
ramips,rt305x,acdea9cad7c0df594b65b4cc33ee83470f723a2c.bin.log,48.7189998626709
ramips,rt305x,cd5307c1068e4296a9f656aa3f6e3de469c1d4a8.bin.log,53.121999979019165
ramips,rt305x,c90bc9f8b004f136c6dc9a9565c734ff83ced35e.bin.log,49.62100005149841
ramips,rt305x,3ac86774b84da6f3444bcdd34574cfee72da6642.bin.log,44.4300000667572
ramips,rt305x,633197db5998664775fd0cc8a02520b0c33f0e21.bin.log,50.86400008201599
ramips,rt305x,175d04fe8fa3b831cb9f9d05f7019d09cd161f8e.bin.log,51.98200011253357
ramips,rt305x,240c95951d3086bebd246b6a25290b9924fab514.bin.log,45.860000133514404
ramips,rt305x,80dcadf02fb69d9d679c87d9cb3b727496539b23.bin.log,38.34499979019165
ramips,rt305x,77b144cd51d5e600fc9de5e3d0dd345616cf7657.bin.log,50.47099995613098
ramips,rt305x,8c8e6f0ec73c55d70caae9a8352a535bd07b23f4.bin.log,44.75800013542175
ramips,rt305x,8c1fafa87a7dec0a232cf3da7c30b985fcda95ad.bin.log,55.98399996757507
ramips,rt305x,b95dbde1b7cf488a3c004ff8320f9e5c6f609e66.bin.log,42.854000091552734
ramips,rt305x,438d94047aaff8fcb65302ed457dc3210ff21866.bin.log,48.61199998855591
ramips,rt305x,f99284b67b637a1f8f37f5b9b9646a1775e74b1d.bin.log,58.61800003051758
ramips,rt305x,6a1a1abfde3bf6cbf980e6d7d0cd6ca446cc4324.bin.log,49.22499990463257
ramips,rt305x,ecd0d198c7584126f5b1cb904869acf297b4cff6.bin.log,50.86500000953674
ramips,rt305x,13c301ef16423f5495a9dda873158b548258cd53.bin.log,54.05299997329712
ramips,rt305x,36b8e5501f3033005726dd206ddb0aabac5c6ffd.bin.log,50.95799994468689
ramips,rt305x,9fa70fd3a000490fb5531f5a86e22e3b61e41d03.bin.log,57.51700019836426
ramips,rt305x,4d88cfe52ccc7b769652927b1619ffcbd84c5ce0.bin.log,52.84999990463257
ramips,rt305x,0125e7e33e782daa67d0e0d3b73999a010a90f6e.bin.log,53.794999837875366
ramips,rt305x,6c6921699f67e2e032321d54f3fa94a3a1937ced.bin.log,51.484999895095825
ramips,rt305x,c5433800e24a665f8132cda8575d7ed31ffdf343.bin.log,48.00500011444092
ramips,rt305x,866a2905d6b71faa3e0680b63674ae3b03472054.bin.log,40.21199989318848
ramips,rt305x,5d00728b1cdae607159b159c50b6a3e2e204b42f.bin.log,50.11299991607666
ramips,rt305x,2734db294088321832fba665b95d6bedd651126f.bin.log,45.17799997329712
ramips,rt305x,75c2bc2098978a6b360e6e8f59ad17a7a961f118.bin.log,57.192999839782715
ramips,rt305x,14eb34c01f6c6d7f7b262f6bb8c05f702ead7300.bin.log,51.74300003051758
ramips,rt305x,8e8ef5f97447c2b4647df5383d599c598b1ac15b.bin.log,50.46300005912781
ramips,rt305x,917fbf42258b564b54320d59f808d48583cf49ab.bin.log,55.79299998283386
ramips,rt305x,2d9141a0104a3e603d424dd56af102f29d2b3167.bin.log,51.16700005531311
ramips,rt305x,65b6ebcbab46f415a8e73ec88398a5758ae80e4f.bin.log,42.187999963760376
ramips,rt305x,45a2dedd8b40c2de2ac8245d2b09232aded644ab.bin.log,43.193000078201294
ramips,rt305x,8c09b4a4b344a3821ad4996b605ac090e46e026a.bin.log,50.48199987411499
ramips,rt305x,98d0170abc3b5ec8dc61ddb7a6cdad09b1bd7310.bin.log,42.15299987792969
ramips,rt305x,bbbef1a40ee9346fb1ccbc4f0f38e3969261c279.bin.log,49.372000217437744
ramips,rt305x,c75ed9db158a5b210bb5ca6a3db734a41a2db5a8.bin.log,58.8199999332428
ramips,rt305x,271e81a0c90fc6d09ac8251778d2e157c88e1396.bin.log,58.38799977302551
ramips,rt305x,bfc6858ea395e0e43587a4d30e21260f95886b84.bin.log,46.58099985122681
ramips,rt305x,d6129411e6a4f17c9315fcb889af7bb80b0479fb.bin.log,46.59699988365173
ramips,rt305x,bd9f38a54c0efb6928efa80f12e00484ce608c3f.bin.log,50.657999992370605
ramips,rt305x,0f180395122c545a0e652c16cc428353398e82f7.bin.log,53.02900004386902
ramips,rt305x,79e61ad5864aa401d243646ec6562f9a86c67669.bin.log,36.937000036239624
ramips,rt305x,1e92e907afe0dd979afc68aa11cde7308f5afb79.bin.log,51.56100010871887
ramips,rt305x,d049cbc285fc3b5e9e7321c24495c5e4d87e2a02.bin.log,55.76600003242493
ramips,rt305x,b0cc6315ab6c656b2513a0a7c1ee2d1bc122b530.bin.log,48.932000160217285
ramips,rt305x,e5370fc922168f5126403802421818b63eff57d7.bin.log,55.77300000190735
ramips,rt305x,0e276757609a59ec6528a37c96d16b8298f000fb.bin.log,51.16100001335144
ramips,rt305x,caf5c9e0a241867f9782a5aea92e50828bcd5823.bin.log,42.394999980926514
ramips,rt305x,94dd9e43e43481d73cb445d3ae8293254c080ce3.bin.log,49.46199989318848
ramips,rt305x,77bd69caad2fac2e7e52093107da6d565a1992da.bin.log,49.03600001335144
ramips,rt305x,89b41bb69a50ece0b6863353d04164323e82cb0d.bin.log,56.40900015830994
ramips,rt305x,878eaa0105afaa43b5eaa5a115647bdbdcaecb9e.bin.log,41.98699998855591
ramips,rt305x,e818864859704ae43cd4838c0cc4f96b3a2b24f8.bin.log,42.585999965667725
ramips,rt305x,9ad9532789b361c089328c2da660f35f7df1ced0.bin.log,56.13099980354309
ramips,rt305x,fbaa19104ec2d7352e2c4891de4ec092b781c68e.bin.log,54.10599994659424
ramips,rt305x,3159bfac134deae5002ad26e5cd8ac741daa7229.bin.log,48.73900008201599
ramips,rt305x,73e60a5f7a80366ee05d63975a3252bfacd66d24.bin.log,50.02199983596802
ramips,rt305x,5824fd2bd64792e94fa8b12cb68ef31153ec2987.bin.log,41.289000034332275
ramips,rt305x,a0d4e3da4793d94ca9b703c2b46e8a605a43be48.bin.log,51.367000102996826
ramips,rt305x,28bc0d1cc4754f1fc33d37140672bdd748572fc1.bin.log,50.665000200271606
ramips,rt305x,ec3d34e5cd322e3e7f4a95fd5a38a9c9bcfd782a.bin.log,54.670000076293945
ramips,rt305x,16c2dd34ac86fc5cab6174858298463676c66895.bin.log,45.978999853134155
ramips,rt305x,873649e5d9d234da28a876d7ed660369cb62b354.bin.log,44.42399978637695
ramips,rt305x,921c8866166bc5177345402eff457769afee995a.bin.log,39.384000062942505
ramips,rt305x,bb79e9bf9235284a08156229cf04598a32f8151a.bin.log,53.3199999332428
ramips,rt305x,3287a9ab1a6ab13d373917933bbce55c65c3b056.bin.log,48.556999921798706
ramips,rt305x,69d9c284cc0e1b82704af13da6f34286091298b3.bin.log,47.68500018119812
ramips,rt305x,f93dfe93ac800d156d3368ba405a801abd14fb77.bin.log,49.34700012207031
ramips,rt305x,309f13831c1fc39eb601b457b1e28d742c8d8395.bin.log,53.75999999046326
ramips,rt305x,5547c55cc239b1ad6bf6dd10a727a3a61a161eb2.bin.log,54.03999996185303
ramips,rt305x,3adc34b79218017e8efcae666c34a04e99323b03.bin.log,58.70899987220764
ramips,rt305x,bdf6efd982425f5e09627a65ecf8ecdeb4464d14.bin.log,52.80299997329712
ramips,rt305x,8c13c50b6f42a3a46382cc2ae788fbaeef19cd64.bin.log,48.420000076293945
ramips,rt305x,9c64786c4e8a84aab87586f941916ea4d582bfb8.bin.log,53.50600004196167
ramips,rt305x,47285648d453e78a553c6cc9e6cc565a2eb0817f.bin.log,57.11199998855591
ramips,rt305x,6e99b4c6af49455712de1ff233b32586ff9613d2.bin.log,48.02500009536743
ramips,rt305x,729035785a601bd4a4d301075d117b54e188f2f2.bin.log,50.69500017166138
ramips,rt305x,e76c9e18b7f0c7f8969727ac6d8fe9a684008ffb.bin.log,49.248000144958496
ramips,rt305x,a426e43428e5329b52582a14319325e58d5e3980.bin.log,47.27800011634827
ramips,rt305x,469912458b7cffa097ad5d84a25c25fa4d8eb2e2.bin.log,41.218000173568726
ramips,rt305x,abba8f78f8cae9bd958897a89e04ed33e291bf8b.bin.log,54.223000049591064
ramips,rt305x,80a45e201670bf2be5982b5d1eb5e56199a24f44.bin.log,44.84700012207031
ramips,rt305x,3e57b55530b652250f083cbc3bfe58b968299f7c.bin.log,55.550999879837036
ramips,rt305x,bfc93c8514107cbbe9f0e92a46ee22276b7f148d.bin.log,55.894999980926514
ramips,rt305x,51e7ee4a8b03fccf58f251d1e85844f4b3477242.bin.log,38.49000000953674
ramips,rt305x,1cca287c1fd8c3cd71af3e97475ec82361bda18f.bin.log,40.80200004577637
ramips,rt305x,cb5ffd49dbecfcac4953450cb4c310bec5e0c48c.bin.log,53.21000003814697
ramips,rt305x,2c61aad79372d25a62dccbe8ff9cad40af638c57.bin.log,52.414000034332275
ramips,rt305x,58466799f8cfa2168313ebac0c0946fff8ae17d0.bin.log,39.95199990272522
ramips,rt305x,456700fd878d7be805faf1f2b292382530b18773.bin.log,46.448999881744385
ramips,rt305x,c7ef9d99ff514d4e5b7efeb582a960c1e5db3a89.bin.log,47.30800008773804
ramips,rt305x,d1a1f69c35a94a53efb5845dda48482bf6c45133.bin.log,55.47699999809265
ramips,rt305x,f2cd75b9fe8a72af217b17dc92ad2acd72e504e4.bin.log,42.801000118255615
ramips,rt305x,586767c98ab70d5531727471635f39df3685c2a0.bin.log,50.94599986076355
ramips,rt305x,fbb4462db8766760e5881ed17b568c6d58f353f5.bin.log,37.35000014305115
ramips,rt305x,b1b98308ef285b920fc07c32bfac407c9f82f5f8.bin.log,40.0789999961853
ramips,rt305x,e9b9dfaaf3acb2d5173d00ead563f8d2eaf905b1.bin.log,42.628000020980835
ramips,rt305x,6cfd9af2d666daa4e7d67e8eca156b74cdaf4744.bin.log,54.87100005149841
ramips,rt305x,6926ccfd357a10d77b079a9bf6afe15a1113806d.bin.log,52.55999994277954
ramips,rt305x,74f238bd9c4d3ba2b089e7c74ec834948936978b.bin.log,54.49000000953674
ramips,rt305x,368a8a5d9be1f31536331ece9f88249b786d6ada.bin.log,51.860000133514404
ramips,rt305x,7bcd6926dfceabf3bae3ee63944b277fcf3bbfe5.bin.log,47.61800003051758
ramips,rt305x,5c19e5ba4367fba6363ed56599ef7d899f067df2.bin.log,49.450000047683716
ramips,rt305x,87f4bf70eb08d7ef5f4c262e3aba9c16d5c76dfa.bin.log,54.93400001525879
ramips,rt305x,a8cf9343631abce519f0decd8d3a21e4e1dff546.bin.log,57.82299995422363
ramips,rt305x,37441ae9f6a0614841158461195a4f978af1d3c6.bin.log,55.200000047683716
ramips,rt305x,2b44a142879770684e656b92ca5912481ddd69e7.bin.log,48.01300001144409
ramips,rt305x,e36dad423fa73bfa0e64a47c56bd35efbe2d4a8a.bin.log,44.65999984741211
ramips,rt305x,63e797ffa76df6024716b18f7530233c3526cb5d.bin.log,49.49000000953674
ramips,rt305x,06e14cd7ad5618869c97e77baf0b41ca9f49544b.bin.log,57.22099995613098
ramips,rt305x,8c144ca06cc13055db16d9cf4ee8b038604633f9.bin.log,53.52199983596802
ramips,rt305x,dfcec145d5e570e3a2f4d61c64c707d08b5900cb.bin.log,43.662999868392944
ramips,rt305x,98ab3cef195c0432fa9a9387175005f3871c3d2c.bin.log,54.199000120162964
ramips,rt305x,2349d47046468544fadd3a4d38f319e92ea10a6b.bin.log,46.5699999332428
ramips,rt305x,277808f98ef232b51e9b8f1d2464beb0d91a47bc.bin.log,48.789000034332275
ramips,rt305x,0087ea3cc5c58fbe851fc4e4c3f11fa07b8d58c1.bin.log,40.88599991798401
ramips,rt305x,cb24eb217b1098c7ba1086d275e52bf126ff6e43.bin.log,52.09699988365173
ramips,rt305x,3eaab50c7f9b7058c30085b43cd4ecca4396cafd.bin.log,35.33399987220764
ramips,rt305x,cb43da4cfae1a3553b1847d01e60a23ad8000dd2.bin.log,50.77500009536743
ramips,rt305x,91d54c68b2c17d3d0c03992728ae69bb8e4e125b.bin.log,40.092000007629395
ramips,rt305x,d0b1b686bd5cef294a1b9ad3a33e879ebfbc4a4c.bin.log,38.31699991226196
ramips,rt305x,fb8a42245f9aa40d06830b8b78ffe7b95abdd59f.bin.log,49.021000146865845
ramips,rt305x,94869092b02490d003fefc014dd4f13675102d13.bin.log,43.22499990463257
ramips,rt305x,c6c75ec80de3b9e38b5c14d8d2f4b5125e1af4c6.bin.log,41.884000062942505
ramips,rt305x,6a4990649543958c074d6767bf052468806a2ac0.bin.log,47.60699987411499
ramips,rt305x,28e3ef28723b8c266d90916d5dc09795f895276f.bin.log,47.91499996185303
ramips,rt305x,eb9de110b44a5fafcf74ca9903c565cee5d5f417.bin.log,49.37999987602234
ramips,rt305x,21448d25be306d3c77e512303461dd40d4b01206.bin.log,40.38300013542175
ramips,rt305x,7bd5f4cb0a4d11c1ad1c6228a030f7636166e739.bin.log,36.605000019073486
ramips,rt305x,fe92ed513f65e643077c2bc925041220489def27.bin.log,52.467000007629395
ramips,rt305x,3eb4320e463c8de82188d080f73d36b439ec96f6.bin.log,47.34500002861023
ramips,rt305x,9c9a35c0086e7a7452c8cefa1f665780914736d4.bin.log,51.706000089645386
ramips,rt305x,0e0aecb0b71a8546c4c0837b81ce25b41325b09c.bin.log,42.5460000038147
ramips,rt305x,f6a54e2d921051a261a83051b034ea4500c31ca1.bin.log,34.82800006866455
ramips,rt305x,0bcc890a04c7c477978f7e3d4e5833e3ba562066.bin.log,40.306999921798706
ramips,rt305x,13dc1970dd894d15cac54921508ac15ff7d44c92.bin.log,40.38000011444092
ramips,rt305x,ef7dc1bb15e458f2f8846398f48331adef162737.bin.log,40.40899991989136
ramips,rt305x,48d0154d1f538e8cfa2f8b509cf76c51e09b0a4b.bin.log,41.139999866485596
ramips,rt305x,3443da9fbede708406c9d6600fd08c9c3379a2fd.bin.log,34.468000173568726
ramips,rt305x,b1899d38fd7202f723c3fcb202534129e8183d56.bin.log,46.75499987602234
ramips,rt305x,ed2a59fb97095eec369e67a3bb7374ddd99c1d01.bin.log,51.08699989318848
ramips,rt305x,5efe80b9737f7ac9b794bbc0d790bb18b0e879d7.bin.log,52.86300015449524
ramips,rt305x,46542fcb74e628a2fea869a243d6efdc73fdf507.bin.log,58.82699990272522
ramips,rt305x,ad5348f63104571e4c47dca48a5853194c8849d6.bin.log,47.64500021934509
ramips,rt305x,8c7e5bfa3e744c0fd6048797eba8c8349c53a4a3.bin.log,59.31099987030029
ramips,rt305x,9aa62533816a0d6f51a32914b0ee9bece4af0f41.bin.log,48.3529999256134
ramips,rt305x,cdb2be5adc044c5c182f35592162071ecaa08e86.bin.log,50.073999881744385
ramips,rt305x,ed15fc5398d65ff62353af6cac7053fd0134ac73.bin.log,53.16799998283386
ramips,rt305x,925382b6cfe5258eeda81a5e7539adc16aa876eb.bin.log,52.587000131607056
ramips,rt305x,b212ea65df00182d7739852c4c81d0958f51ee83.bin.log,54.44000005722046
ramips,rt305x,cf4434bec18867457b323358335e00b5bd1a62a6.bin.log,52.59599995613098
ramips,rt305x,197d03bdc3e70168060bb7ab1a12590e1b912776.bin.log,54.18300008773804
ramips,rt305x,c416134106ce9d62861e728a9bfb613dcdec7791.bin.log,45.71300005912781
ramips,rt305x,7be0dda92bbfe8ee67bf3e10e637b5dfe879ab5d.bin.log,54.10699987411499
ramips,rt305x,7564df23033fa472e11e13653509d71aff0f599d.bin.log,51.50600004196167
ramips,rt305x,ae9e97ac90e95be993d71b383afc5f323ab3f797.bin.log,55.8510000705719
ramips,rt305x,f0c9d96b4c5407f711ee30718245d95ba6b05bda.bin.log,53.39800000190735
ramips,rt305x,c03ae257c82aa450057588983bb01cadc743dbd0.bin.log,50.78999996185303
ramips,rt305x,aeacb580ab27ecfbee4c1c8c45eb4e49e9c8f74d.bin.log,54.49600005149841
ramips,rt305x,9c6553f05873b082a4c40e7a62ded14d3d65809a.bin.log,56.50999999046326
ramips,rt305x,64ecdbf3d02a3f74b8e398c2e826e1ec669e8fd2.bin.log,55.325000047683716
ramips,rt305x,4ecbbe6fb4c430cf67f90e920362aece6e90f885.bin.log,51.199000120162964
ramips,rt305x,9009a64a53bdcf4e8be59a87e0308491c03ae58b.bin.log,51.032999992370605
ramips,rt305x,bc1af5cdffa6e2026dd77af514728765f77c7a60.bin.log,49.414000034332275
ramips,rt305x,3fcbbde194ab4e41ee1ea8e2466745a390b0aeab.bin.log,58.24500012397766
ramips,rt305x,e8fd55eb69e8618f141f168ba94aa8dc152b4e5a.bin.log,46.204999923706055
ramips,rt305x,6eb8b50aa7e7d86752c069486fa5be8c6dbb0cfd.bin.log,48.544999837875366
ramips,rt305x,e60fac285c5d18ba855cbcff960d7bd6cfd79b10.bin.log,52.48699998855591
ramips,rt305x,cb62b6bc7a5894ad81092f4e49c20be0e4b69c65.bin.log,48.65299987792969
ramips,rt305x,fc30c23bce3c581cb98fee2c30c2275fcab07e86.bin.log,51.52800011634827
ramips,rt305x,4443a6e58473889d404ded0bda4d88481c3bc98e.bin.log,59.50600004196167
ramips,rt305x,44037fdcc2386339f2ad79c293d58a31dc0f0240.bin.log,52.62700009346008
ramips,rt305x,b566b20ded20350c64af5f93b642d4e3940d0d09.bin.log,49.044999837875366
ramips,rt305x,5419a9314a7aa4cdbaa88d5ee40f5a0f80a8defe.bin.log,55.63000011444092
ramips,rt305x,0dfe78ed6e91c1e7c2c22ac009501fba1bd03a97.bin.log,46.15599989891052
ramips,rt305x,b57a55c8e5049bb06e994b273dabb84d1c7c8316.bin.log,52.22699999809265
ramips,rt305x,cf3609a73329d08b12208d444ccc3d6bd54dcf9e.bin.log,47.57299995422363
ramips,rt305x,7bef71f5be8618c27d6dc80a526762a05ac3fbea.bin.log,49.98699998855591
ramips,rt305x,236ad2e806deae462fc7529b5c9ec1b9adac5907.bin.log,52.07699990272522
ramips,rt305x,0ff9d63975aa314274b95d29929f9821179a630d.bin.log,47.02799987792969
ramips,rt305x,3de6f3e7ea18903d089670347f35cf1c87b11ab8.bin.log,49.289000034332275
ramips,rt305x,cc3a48654e66c2bd0ccf5a2944c9d4994d1c0d60.bin.log,41.21499991416931
ramips,rt305x,e828eea2be24fa08b5f0bbedbe6ae417909b8836.bin.log,48.23199987411499
ramips,rt305x,c72c961aea7dbed92fd16f6911d87c49497d5b6e.bin.log,46.64400005340576
ramips,rt305x,5d2aaa151a95e3b7cdf40546f780b1f7c18dae56.bin.log,56.11800003051758
ramips,rt305x,d0baac8bd971ba5a8e25e8860586ea80f71baee5.bin.log,52.04699993133545
ramips,rt305x,2c3ede42533b8d2269c54a2869ea500ede31f81f.bin.log,56.375
ramips,rt305x,a1a56fe8156323e31133a4cba38981c0062b1693.bin.log,52.28999996185303
ramips,rt305x,fb1c10de690bd091f582b9ebd87df92973668387.bin.log,44.93499994277954
ramips,rt305x,21d378d851f5ed613ce382f701a710538cd0f276.bin.log,52.026000022888184
ramips,rt305x,716c450c54209ad6525fb21ab4a29f142b9752c6.bin.log,49.25
ramips,rt305x,76edebc3f8f67dd13ca40411dc873889688c3cbf.bin.log,56.71500015258789
ramips,rt305x,43fb21ff8ef15118ba52230251b5379729c1eb11.bin.log,54.48300004005432
ramips,rt305x,08c6f228b31fda55354d0956f7c9792225447d8d.bin.log,55.27999997138977
ramips,rt305x,0c2dc78500f60d917b413f48815ef7536ab0e2b9.bin.log,48.98399996757507
ramips,rt305x,7c11a8f59d8d77e649bb044464f1bdb4e1f765ad.bin.log,46.66599988937378
