SIZE,COUNT
3492219,1
3200680,1
3213946,1
3472942,1
3198775,1
3493555,1
3653892,1
3472613,1
3530171,1
3200544,1
3205976,1
3524951,1
3530391,1
3218214,1
4194580,4
4063506,4
4391192,4
3811700,1
3815544,2
8126464,38
4129061,2
3815690,1
3811178,2
4618926,1
3816178,2
4456500,1
4063509,4
3811253,1
3811569,1
4129069,9
3815822,1
12089568,1
4029155,1
3816276,1
4260122,2
3811773,2
3811259,1
4194512,6
4391190,14
3815935,1
4456720,1
3811186,1
4194716,14
4129075,8
3815726,1
4522256,2
4456736,3
3816336,2
4653360,6
3815489,1
3816423,2
3816148,1
4456746,4
4063514,2
3815886,1
4129066,4
4522260,2
3815733,1
12089808,1
3815772,1
4129180,4
4194606,2
3811633,1
4653332,5
12059360,1
3810964,1
4129072,2
4194340,8
3811697,1
4129054,4
3811718,1
3815770,1
4194591,2
3816291,1
3816229,1
7803333,2
4260136,2
4522940,2
4391182,3
4194344,2
3816225,1
3815549,1
4029094,1
3815930,1
16318464,4
16252928,10
3815651,1
4194589,4
4357622,1
4063518,10
3811084,1
4750330,1
3811223,1
3816353,1
4391209,3
4194597,4
3815730,1
3815819,3
3815740,1
3811141,2
3815820,3
12059433,1
3815936,1
3811292,1
4456749,5
4063536,2
4522262,2
3811841,1
4522270,6
4522272,2
4522084,6
12059600,1
4194598,2
4029721,1
3811244,2
3811147,2
4194592,2
3811238,5
3811123,2
3811786,1
3816251,1
4194508,2
3811290,2
3815882,2
3815843,1
3811657,1
4653342,2
4357115,1
4194604,4
4194613,2
4129056,2
3815865,1
4456730,1
4194599,4
4391194,1
4522040,2
4194595,6
4391204,2
4129067,1
3816149,1
3815709,1
4619078,1
4129042,2
3811094,1
3816409,1
3811189,1
5273304,1
3811284,2
3811314,2
4684480,1
3815805,1
4356786,1
4719060,1
4357678,1
4391214,1
3811236,1
4488540,1
4194581,2
3816441,1
3811821,1
3811190,1
3815873,1
3815706,1
3815447,1
3815671,1
3811392,1
4194619,2
3816352,2
3811000,1
4129040,2
4684670,1
3815703,1
3811157,3
4063522,2
3811153,2
3815401,1
4129050,2
4356876,1
3811840,1
4522274,2
3810963,1
3811195,1
4391210,2
3810970,2
7803564,2
3815682,1
3811174,2
4029421,1
3816002,2
3811224,1
4391216,3
3811138,1
3815749,1
3811694,1
4391184,1
3811428,2
3811158,2
4653116,1
3815759,1
3815910,1
3811327,1
3811567,1
3815774,1
3815880,1
4522277,1
3815742,1
4391198,2
3811592,2
3815629,1
3801362,2
4718896,2
4522930,2
3816302,1
3815727,1
4260148,2
4456752,1
4522264,3
3811192,1
3811124,2
3816199,1
4194593,2
3811113,1
3815729,1
4194607,2
4653328,2
4522278,1
3810865,1
3811280,1
3811809,1
4684521,1
3811356,1
3815752,1
3815619,1
4029469,1
4618889,1
3811816,1
3815808,1
4391225,2
3816237,1
3815725,1
3815894,2
4357175,1
3815389,1
4718868,1
3811037,1
3815811,1
4422465,1
3811623,1
3811643,1
3811352,1
3815816,1
4194610,2
4488140,1
4718864,2
3815810,1
3815756,1
4522916,2
3815705,1
3815768,1
3815834,1
4750276,1
12089641,1
3811068,1
3811750,2
4522924,2
4456734,1
3815427,1
7803552,1
4522283,1
3815897,1
4488195,1
3811232,1
4194404,2
3811710,1
4194586,2
4653326,2
3811873,1
3815871,2
3815743,2
3811647,1
4684499,1
3816396,1
5278238,1
3811104,1
4391376,1
3811289,1
4391226,1
4194578,2
4653524,1
3811234,1
4719056,1
3810820,1
4194596,2
3810850,1
4488486,1
3815728,1
3811825,1
3816391,1
4160610,1
3811302,1
3815972,1
3816460,1
3811126,1
3815678,1
3811173,1
4718652,1
3815719,1
3816278,1
3816215,1
3811747,1
3811858,1
3815925,1
3811774,1
3811344,1
3816429,1
3811042,1
4456912,1
4194576,2
4488316,1
3815551,1
3815739,1
4194588,2
3816329,1
3815814,1
5278546,1
4456718,1
3811140,1
3816206,1
3811664,1
3811160,1
3815773,1
3811319,1
4160670,1
3811345,1
3815735,1
4029652,1
3816405,1
4422380,1
3815863,1
4522280,2
3811296,1
3815667,1
3811154,1
4488373,1
4618908,1
3811849,1
5273638,1
3811092,1
4653520,1
3816364,1
3815444,1
3815737,1
3815583,1
3815704,1
3810810,1
4029700,1
3816280,1
3811225,1
4390964,1
3811349,1
4063232,112
3645630,2
595976,7
3676336,1
451892,1
3707055,5
606528,7
602304,2
3655854,5
4980736,4
5013504,1
596352,6
4325376,18
4331712,1
3645634,2
6029312,10
3707056,5
3676335,2
455136,2
3655872,10
3655874,10
620832,7
364540,1
3625152,4
3932160,68
580568,7
596344,1
4536601,1
596736,7
3625150,4
453308,1
609928,7
454924,1
459672,2
10223616,8
461384,2
8257536,2
454856,2
5963776,10
596584,7
655013,2
634202,2
569104,6
484968,1
610312,7
3768600,1
596360,7
3778838,1
8060928,8
3625154,4
633818,2
3789061,1
385452,2
3655870,10
4362432,6
5029888,1
644892,2
3696815,1
456364,1
456568,2
3666106,2
3645614,1
459708,1
596976,6
633768,2
5767168,1
457972,1
3778837,1
3819805,1
647525,2
590780,2
393408,1
453296,1
4915200,1
4526358,1
456852,2
3809565,1
398552,1
569096,1
4341952,1
3768598,1
3696826,5
3645632,2
633376,2
3768575,1
454412,1
6160384,9
4362430,6
3778815,1
365768,1
5341184,1
3686586,1
3830019,1
4331710,1
3696816,1
456260,2
365600,1
633552,2
3686576,1
647141,2
453000,1
5324800,1
454996,1
452676,1
3778834,3
453188,1
3768594,3
454544,2
4526361,1
451296,1
3625134,2
453256,1
596968,1
451608,1
453592,1
3778840,1
633160,2
3819777,1
466308,1
458068,1
486916,2
4341950,1
3830017,1
3768597,1
3819779,1
3778821,1
4536598,1
7209018,14
6422528,55
7733248,16
7077888,54
4984832,8
7602232,9
7208960,41
6553658,4
3338369,3
4067328,3
7209248,7
7864376,2
7078176,1
7602234,34
6553600,21
7340316,2
4657152,2
6422586,13
6684672,9
3567745,3
7340032,20
7077946,20
4219137,3
8650752,9
4001792,6
4460544,8
3801219,1
7733306,8
7733304,8
4526080,2
7864378,4
3563649,3
6684730,2
3719297,2
6946816,3
4206849,1
7209244,7
7340320,2
7995392,2
3743875,2
4591616,8
3821699,1
7078172,1
7340090,4
3547265,1
3162241,1
3817603,1
8650810,5
3551361,1
4223233,3
5115904,1
4722688,1
3231873,1
4374785,2
3158145,1
3408001,2
8519736,1
3813507,1
5181440,2
4202753,1
3154049,2
4456448,5
6815744,3
2883584,3
3670016,8
545712,1
550144,2
2752512,7
545676,3
545680,1
7471104,1
